time,default.BouncingBall.time,default.BouncingBall.h,default.BouncingBall.der(h),default.BouncingBall.v,default.BouncingBall.der(v),default.BouncingBall.v_min,default.BouncingBall.g,default.BouncingBall.e
1.4559999999999504,1.4559999999999504,0.1280974944196196,-1.4823315575367058,-1.4823315575367058,-9.81,0.1,-9.81,0.7
1.4569999999999503,1.4569999999999503,0.12661025786208288,-1.4921415575367059,-1.4921415575367059,-9.81,0.1,-9.81,0.7
1.4579999999999502,1.4579999999999502,0.1251132113045462,-1.501951557536706,-1.501951557536706,-9.81,0.1,-9.81,0.7
1.4589999999999501,1.4589999999999501,0.12360635474700948,-1.511761557536706,-1.511761557536706,-9.81,0.1,-9.81,0.7
1.45999999999995,1.45999999999995,0.12208968818947279,-1.5215715575367061,-1.5215715575367061,-9.81,0.1,-9.81,0.7
1.46099999999995,1.46099999999995,0.12056321163193608,-1.5313815575367062,-1.5313815575367062,-9.81,0.1,-9.81,0.7
1.4619999999999498,1.4619999999999498,0.11902692507439938,-1.5411915575367063,-1.5411915575367063,-9.81,0.1,-9.81,0.7
1.4629999999999497,1.4629999999999497,0.11748082851686267,-1.5510015575367064,-1.5510015575367064,-9.81,0.1,-9.81,0.7
1.4639999999999496,1.4639999999999496,0.11592492195932598,-1.5608115575367065,-1.5608115575367065,-9.81,0.1,-9.81,0.7
1.4649999999999495,1.4649999999999495,0.11435920540178926,-1.5706215575367066,-1.5706215575367066,-9.81,0.1,-9.81,0.7
1.4659999999999493,1.4659999999999493,0.11278367884425256,-1.5804315575367067,-1.5804315575367067,-9.81,0.1,-9.81,0.7
1.4669999999999492,1.4669999999999492,0.11119834228671584,-1.5902415575367068,-1.5902415575367068,-9.81,0.1,-9.81,0.7
1.4679999999999491,1.4679999999999491,0.10960319572917913,-1.600051557536707,-1.600051557536707,-9.81,0.1,-9.81,0.7
1.468999999999949,1.468999999999949,0.10799823917164242,-1.609861557536707,-1.609861557536707,-9.81,0.1,-9.81,0.7
1.469999999999949,1.469999999999949,0.10638347261410572,-1.619671557536707,-1.619671557536707,-9.81,0.1,-9.81,0.7
1.4709999999999488,1.4709999999999488,0.104758896056569,-1.6294815575367072,-1.6294815575367072,-9.81,0.1,-9.81,0.7
1.4719999999999487,1.4719999999999487,0.1031245094990323,-1.6392915575367073,-1.6392915575367073,-9.81,0.1,-9.81,0.7
1.4729999999999486,1.4729999999999486,0.10148031294149559,-1.6491015575367074,-1.6491015575367074,-9.81,0.1,-9.81,0.7
1.4739999999999485,1.4739999999999485,0.0998263063839589,-1.6589115575367075,-1.6589115575367075,-9.81,0.1,-9.81,0.7
1.4749999999999484,1.4749999999999484,0.09816248982642219,-1.6687215575367076,-1.6687215575367076,-9.81,0.1,-9.81,0.7
1.4759999999999482,1.4759999999999482,0.09648886326888549,-1.6785315575367077,-1.6785315575367077,-9.81,0.1,-9.81,0.7
1.4769999999999481,1.4769999999999481,0.09480542671134877,-1.6883415575367078,-1.6883415575367078,-9.81,0.1,-9.81,0.7
1.477999999999948,1.477999999999948,0.09311218015381206,-1.6981515575367079,-1.6981515575367079,-9.81,0.1,-9.81,0.7
1.478999999999948,1.478999999999948,0.09140912359627536,-1.707961557536708,-1.707961557536708,-9.81,0.1,-9.81,0.7
1.4799999999999478,1.4799999999999478,0.08969625703873864,-1.717771557536708,-1.717771557536708,-9.81,0.1,-9.81,0.7
1.4809999999999477,1.4809999999999477,0.08797358048120194,-1.7275815575367082,-1.7275815575367082,-9.81,0.1,-9.81,0.7
1.4819999999999476,1.4819999999999476,0.08624109392366522,-1.7373915575367083,-1.7373915575367083,-9.81,0.1,-9.81,0.7
1.4829999999999475,1.4829999999999475,0.08449879736612852,-1.7472015575367084,-1.7472015575367084,-9.81,0.1,-9.81,0.7
1.4839999999999474,1.4839999999999474,0.0827466908085918,-1.7570115575367085,-1.7570115575367085,-9.81,0.1,-9.81,0.7
1.4849999999999473,1.4849999999999473,0.0809847742510551,-1.7668215575367086,-1.7668215575367086,-9.81,0.1,-9.81,0.7
