signal,max_abs_error,mean_abs_error,rmse,run_a_label,run_a_min,run_a_max,run_b_label,run_b_min,run_b_max
signal,0.20000000000000007,0.10000000000000003,0.14142135623730956,omsimulator,0.0,1.1,ecos,0.0,0.9
