"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.h","system.fmu.der(h)","system.fmu.v","system.fmu.der(v)","system.fmu.v_min","system.fmu.g","system.fmu.e"
1.767, 0.010157189, 0.000950098, 1.767, -14.30616041, -17.33427, -17.33427, -9.81, 0.1, -9.81, 0.7
1.768, 0.010164359, 0.000950766, 1.768, -14.32349468, -17.34408, -17.34408, -9.81, 0.1, -9.81, 0.7
1.769, 0.010171949, 0.000951457, 1.769, -14.34083876, -17.35389, -17.35389, -9.81, 0.1, -9.81, 0.7
1.77, 0.010178799, 0.000952149, 1.77, -14.35819265, -17.3637, -17.3637, -9.81, 0.1, -9.81, 0.7
1.771, 0.010186019, 0.000952868, 1.771, -14.37555635, -17.37351, -17.37351, -9.81, 0.1, -9.81, 0.7
1.772, 0.01019338, 0.000953559, 1.772, -14.39292986, -17.38332, -17.38332, -9.81, 0.1, -9.81, 0.7
1.773, 0.010200569, 0.000954239, 1.773, -14.41031318, -17.39313, -17.39313, -9.81, 0.1, -9.81, 0.7
1.774, 0.010208049, 0.000954929, 1.774, -14.42770631, -17.40294, -17.40294, -9.81, 0.1, -9.81, 0.7
1.775, 0.010215069, 0.000955629, 1.775, -14.44510925, -17.41275, -17.41275, -9.81, 0.1, -9.81, 0.7
1.776, 0.01022438, 0.00095636, 1.776, -14.462522, -17.42256, -17.42256, -9.81, 0.1, -9.81, 0.7
1.777, 0.01023338, 0.000957079, 1.777, -14.47994456, -17.43237, -17.43237, -9.81, 0.1, -9.81, 0.7
1.778, 0.01024075, 0.000957758, 1.778, -14.49737693, -17.44218, -17.44218, -9.81, 0.1, -9.81, 0.7
1.779, 0.01024811, 0.000958468, 1.779, -14.51481911, -17.45199, -17.45199, -9.81, 0.1, -9.81, 0.7
1.78, 0.010254841, 0.000959158, 1.78, -14.5322711, -17.4618, -17.4618, -9.81, 0.1, -9.81, 0.7
1.781, 0.010262121, 0.000959837, 1.781, -14.5497329, -17.47161, -17.47161, -9.81, 0.1, -9.81, 0.7
1.782, 0.010269451, 0.000960527, 1.782, -14.56720451, -17.48142, -17.48142, -9.81, 0.1, -9.81, 0.7
1.783, 0.010276921, 0.000961217, 1.783, -14.58468593, -17.49123, -17.49123, -9.81, 0.1, -9.81, 0.7
1.784, 0.010283991, 0.000961897, 1.784, -14.60217716, -17.50104, -17.50104, -9.81, 0.1, -9.81, 0.7
1.785, 0.010291071, 0.000962567, 1.785, -14.6196782, -17.51085, -17.51085, -9.81, 0.1, -9.81, 0.7
1.786, 0.010298331, 0.000963237, 1.786, -14.63718905, -17.52066, -17.52066, -9.81, 0.1, -9.81, 0.7
1.787, 0.010305671, 0.000963915, 1.787, -14.65470971, -17.53047, -17.53047, -9.81, 0.1, -9.81, 0.7
1.788, 0.010313271, 0.000964634, 1.788, -14.67224018, -17.54028, -17.54028, -9.81, 0.1, -9.81, 0.7
1.789, 0.01032025, 0.000965357, 1.789, -14.68978046, -17.55009, -17.55009, -9.81, 0.1, -9.81, 0.7
1.79, 0.010327491, 0.000966079, 1.79, -14.70733055, -17.5599, -17.5599, -9.81, 0.1, -9.81, 0.7
1.791, 0.01033474, 0.000966728, 1.791, -14.72489045, -17.56971, -17.56971, -9.81, 0.1, -9.81, 0.7
1.792, 0.010341641, 0.000967389, 1.792, -14.74246016, -17.57952, -17.57952, -9.81, 0.1, -9.81, 0.7
1.793, 0.010348681, 0.000968099, 1.793, -14.76003968, -17.58933, -17.58933, -9.81, 0.1, -9.81, 0.7
1.794, 0.010360091, 0.000968769, 1.794, -14.77762901, -17.59914, -17.59914, -9.81, 0.1, -9.81, 0.7
1.795, 0.010367691, 0.000969489, 1.795, -14.79522815, -17.60895, -17.60895, -9.81, 0.1, -9.81, 0.7
1.796, 0.010375021, 0.000970188, 1.796, -14.8128371, -17.61876, -17.61876, -9.81, 0.1, -9.81, 0.7
1.797, 0.01038263, 0.000970889, 1.797, -14.83045586, -17.62857, -17.62857, -9.81, 0.1, -9.81, 0.7
1.798, 0.010390591, 0.00097162, 1.798, -14.84808443, -17.63838, -17.63838, -9.81, 0.1, -9.81, 0.7
1.799, 0.010397631, 0.00097233, 1.799, -14.86572281, -17.64819, -17.64819, -9.81, 0.1, -9.81, 0.7
1.8, 0.010405071, 0.000973039, 1.8, -14.883371, -17.658, -17.658, -9.81, 0.1, -9.81, 0.7
1.801, 0.010412521, 0.000973718, 1.801, -14.901029, -17.66781, -17.66781, -9.81, 0.1, -9.81, 0.7
1.802, 0.010419981, 0.000974418, 1.802, -14.91869681, -17.67762, -17.67762, -9.81, 0.1, -9.81, 0.7
1.803, 0.010427081, 0.000975128, 1.803, -14.93637443, -17.68743, -17.68743, -9.81, 0.1, -9.81, 0.7
1.804, 0.010434291, 0.000975838, 1.804, -14.95406186, -17.69724, -17.69724, -9.81, 0.1, -9.81, 0.7
1.805, 0.010441281, 0.000976528, 1.805, -14.9717591, -17.70705, -17.70705, -9.81, 0.1, -9.81, 0.7
1.806, 0.010448421, 0.000977228, 1.806, -14.98946615, -17.71686, -17.71686, -9.81, 0.1, -9.81, 0.7
1.807, 0.010454982, 0.0009779, 1.807, -15.00718301, -17.72667, -17.72667, -9.81, 0.1, -9.81, 0.7
1.808, 0.010462401, 0.000978599, 1.808, -15.02490968, -17.73648, -17.73648, -9.81, 0.1, -9.81, 0.7
1.809, 0.010469901, 0.000979301, 1.809, -15.04264616, -17.74629, -17.74629, -9.81, 0.1, -9.81, 0.7
1.81, 0.010477461, 0.000980004, 1.81, -15.06039245, -17.7561, -17.7561, -9.81, 0.1, -9.81, 0.7
1.811, 0.010484532, 0.000980703, 1.811, -15.07814855, -17.76591, -17.76591, -9.81, 0.1, -9.81, 0.7
1.812, 0.010491751, 0.000981393, 1.812, -15.09591446, -17.77572, -17.77572, -9.81, 0.1, -9.81, 0.7
1.813, 0.010499182, 0.000982114, 1.813, -15.11369018, -17.78553, -17.78553, -9.81, 0.1, -9.81, 0.7
1.814, 0.010506562, 0.000982824, 1.814, -15.13147571, -17.79534, -17.79534, -9.81, 0.1, -9.81, 0.7
1.815, 0.010513942, 0.000983504, 1.815, -15.14927105, -17.80515, -17.80515, -9.81, 0.1, -9.81, 0.7
1.816, 0.010520662, 0.000984174, 1.816, -15.1670762, -17.81496, -17.81496, -9.81, 0.1, -9.81, 0.7
1.817, 0.010527822, 0.000984855, 1.817, -15.18489116, -17.82477, -17.82477, -9.81, 0.1, -9.81, 0.7
1.818, 0.010534922, 0.000985544, 1.818, -15.20271593, -17.83458, -17.83458, -9.81, 0.1, -9.81, 0.7
1.819, 0.010542322, 0.000986243, 1.819, -15.22055051, -17.84439, -17.84439, -9.81, 0.1, -9.81, 0.7
1.82, 0.010549273, 0.000986931, 1.82, -15.2383949, -17.8542, -17.8542, -9.81, 0.1, -9.81, 0.7
1.821, 0.010556382, 0.00098764, 1.821, -15.2562491, -17.86401, -17.86401, -9.81, 0.1, -9.81, 0.7
1.822, 0.010563542, 0.000988312, 1.822, -15.27411311, -17.87382, -17.87382, -9.81, 0.1, -9.81, 0.7
1.823, 0.010571832, 0.000989002, 1.823, -15.29198693, -17.88363, -17.88363, -9.81, 0.1, -9.81, 0.7
1.824, 0.010591711, 0.000989702, 1.824, -15.30987056, -17.89344, -17.89344, -9.81, 0.1, -9.81, 0.7
1.825, 0.010600431, 0.000990462, 1.825, -15.327764, -17.90325, -17.90325, -9.81, 0.1, -9.81, 0.7
1.826, 0.010607721, 0.000991172, 1.826, -15.34566725, -17.91306, -17.91306, -9.81, 0.1, -9.81, 0.7
1.827, 0.010614742, 0.00099183, 1.827, -15.36358031, -17.92287, -17.92287, -9.81, 0.1, -9.81, 0.7
1.828, 0.010622662, 0.00099253, 1.828, -15.38150318, -17.93268, -17.93268, -9.81, 0.1, -9.81, 0.7
1.829, 0.010630403, 0.00099319, 1.829, -15.39943586, -17.94249, -17.94249, -9.81, 0.1, -9.81, 0.7
1.83, 0.010636483, 0.0009937, 1.83, -15.41737835, -17.9523, -17.9523, -9.81, 0.1, -9.81, 0.7
1.831, 0.010641734, 0.000994208, 1.831, -15.43533065, -17.96211, -17.96211, -9.81, 0.1, -9.81, 0.7
1.832, 0.010648435, 0.000995208, 1.832, -15.45329276, -17.97192, -17.97192, -9.81, 0.1, -9.81, 0.7
1.833, 0.010656665, 0.000995968, 1.833, -15.47126468, -17.98173, -17.98173, -9.81, 0.1, -9.81, 0.7
1.834, 0.010664995, 0.000996728, 1.834, -15.48924641, -17.99154, -17.99154, -9.81, 0.1, -9.81, 0.7
1.835, 0.010672845, 0.000997638, 1.835, -15.50723795, -18.00135, -18.00135, -9.81, 0.1, -9.81, 0.7
1.836, 0.010686385, 0.000998368, 1.836, -15.5252393, -18.01116, -18.01116, -9.81, 0.1, -9.81, 0.7
1.837, 0.010694155, 0.000999037, 1.837, -15.54325046, -18.02097, -18.02097, -9.81, 0.1, -9.81, 0.7
1.838, 0.010701726, 0.000999618, 1.838, -15.56127143, -18.03078, -18.03078, -9.81, 0.1, -9.81, 0.7
1.839, 0.010706897, 0.001000148, 1.839, -15.57930221, -18.04059, -18.04059, -9.81, 0.1, -9.81, 0.7
1.84, 0.010712717, 0.001000645, 1.84, -15.5973428, -18.0504, -18.0504, -9.81, 0.1, -9.81, 0.7
1.841, 0.010717737, 0.001001155, 1.841, -15.6153932, -18.06021, -18.06021, -9.81, 0.1, -9.81, 0.7
1.842, 0.010723537, 0.001001654, 1.842, -15.63345341, -18.07002, -18.07002, -9.81, 0.1, -9.81, 0.7
1.843, 0.010728597, 0.001002165, 1.843, -15.65152343, -18.07983, -18.07983, -9.81, 0.1, -9.81, 0.7
1.844, 0.010734277, 0.001002665, 1.844, -15.66960326, -18.08964, -18.08964, -9.81, 0.1, -9.81, 0.7
1.845, 0.010739777, 0.001003175, 1.845, -15.6876929, -18.09945, -18.09945, -9.81, 0.1, -9.81, 0.7
1.846, 0.010745237, 0.001003695, 1.846, -15.70579235, -18.10926, -18.10926, -9.81, 0.1, -9.81, 0.7
1.847, 0.010751137, 0.001004195, 1.847, -15.72390161, -18.11907, -18.11907, -9.81, 0.1, -9.81, 0.7
1.848, 0.010756147, 0.001004716, 1.848, -15.74202068, -18.12888, -18.12888, -9.81, 0.1, -9.81, 0.7
1.849, 0.010761747, 0.001005227, 1.849, -15.76014956, -18.13869, -18.13869, -9.81, 0.1, -9.81, 0.7
1.85, 0.010766937, 0.001005737, 1.85, -15.77828825, -18.1485, -18.1485, -9.81, 0.1, -9.81, 0.7
1.851, 0.010772566, 0.001006249, 1.851, -15.79643675, -18.15831, -18.15831, -9.81, 0.1, -9.81, 0.7
1.852, 0.010778347, 0.00100676, 1.852, -15.81459506, -18.16812, -18.16812, -9.81, 0.1, -9.81, 0.7
1.853, 0.010783427, 0.001007281, 1.853, -15.83276318, -18.17793, -18.17793, -9.81, 0.1, -9.81, 0.7
1.854, 0.010789138, 0.001007811, 1.854, -15.85094111, -18.18774, -18.18774, -9.81, 0.1, -9.81, 0.7
1.855, 0.010794158, 0.001008341, 1.855, -15.86912885, -18.19755, -18.19755, -9.81, 0.1, -9.81, 0.7
1.856, 0.010799828, 0.001008869, 1.856, -15.8873264, -18.20736, -18.20736, -9.81, 0.1, -9.81, 0.7
1.857, 0.010804878, 0.001009379, 1.857, -15.90553376, -18.21717, -18.21717, -9.81, 0.1, -9.81, 0.7
1.858, 0.010810638, 0.001009879, 1.858, -15.92375093, -18.22698, -18.22698, -9.81, 0.1, -9.81, 0.7
1.859, 0.010816948, 0.001010389, 1.859, -15.94197791, -18.23679, -18.23679, -9.81, 0.1, -9.81, 0.7
1.86, 0.010822318, 0.001010889, 1.86, -15.9602147, -18.2466, -18.2466, -9.81, 0.1, -9.81, 0.7
1.861, 0.010828018, 0.001011399, 1.861, -15.9784613, -18.25641, -18.25641, -9.81, 0.1, -9.81, 0.7
1.862, 0.010832978, 0.001011917, 1.862, -15.99671771, -18.26622, -18.26622, -9.81, 0.1, -9.81, 0.7
1.863, 0.010838708, 0.001012407, 1.863, -16.01498393, -18.27603, -18.27603, -9.81, 0.1, -9.81, 0.7
1.864, 0.010844628, 0.001012908, 1.864, -16.03325996, -18.28584, -18.28584, -9.81, 0.1, -9.81, 0.7
1.865, 0.010849727, 0.00101343, 1.865, -16.0515458, -18.29565, -18.29565, -9.81, 0.1, -9.81, 0.7
1.866, 0.010855308, 0.001013931, 1.866, -16.06984145, -18.30546, -18.30546, -9.81, 0.1, -9.81, 0.7
1.867, 0.010860449, 0.001014449, 1.867, -16.08814691, -18.31527, -18.31527, -9.81, 0.1, -9.81, 0.7
1.868, 0.010866108, 0.001014968, 1.868, -16.10646218, -18.32508, -18.32508, -9.81, 0.1, -9.81, 0.7
1.869, 0.010871289, 0.001015489, 1.869, -16.12478726, -18.33489, -18.33489, -9.81, 0.1, -9.81, 0.7
1.87, 0.010876809, 0.001015999, 1.87, -16.14312215, -18.3447, -18.3447, -9.81, 0.1, -9.81, 0.7
1.871, 0.010882159, 0.001016519, 1.871, -16.16146685, -18.35451, -18.35451, -9.81, 0.1, -9.81, 0.7
1.872, 0.010887679, 0.001017019, 1.872, -16.17982136, -18.36432, -18.36432, -9.81, 0.1, -9.81, 0.7
1.873, 0.010893499, 0.001017529, 1.873, -16.19818568, -18.37413, -18.37413, -9.81, 0.1, -9.81, 0.7
1.874, 0.010898319, 0.001018049, 1.874, -16.21655981, -18.38394, -18.38394, -9.81, 0.1, -9.81, 0.7
1.875, 0.010904189, 0.001018569, 1.875, -16.23494375, -18.39375, -18.39375, -9.81, 0.1, -9.81, 0.7
1.876, 0.010909249, 0.00101908, 1.876, -16.2533375, -18.40356, -18.40356, -9.81, 0.1, -9.81, 0.7
1.877, 0.010915, 0.001019591, 1.877, -16.27174106, -18.41337, -18.41337, -9.81, 0.1, -9.81, 0.7
1.878, 0.01092391, 0.001020112, 1.878, -16.29015443, -18.42318, -18.42318, -9.81, 0.1, -9.81, 0.7
1.879, 0.01092931, 0.001020621, 1.879, -16.30857761, -18.43299, -18.43299, -9.81, 0.1, -9.81, 0.7
1.88, 0.010935009, 0.001021141, 1.88, -16.3270106, -18.4428, -18.4428, -9.81, 0.1, -9.81, 0.7
1.881, 0.010940859, 0.00102165, 1.881, -16.3454534, -18.45261, -18.45261, -9.81, 0.1, -9.81, 0.7
1.882, 0.010945799, 0.001022159, 1.882, -16.36390601, -18.46242, -18.46242, -9.81, 0.1, -9.81, 0.7
1.883, 0.010951559, 0.001022679, 1.883, -16.38236843, -18.47223, -18.47223, -9.81, 0.1, -9.81, 0.7
1.884, 0.010956619, 0.001023178, 1.884, -16.40084066, -18.48204, -18.48204, -9.81, 0.1, -9.81, 0.7
1.885, 0.010962269, 0.001023668, 1.885, -16.4193227, -18.49185, -18.49185, -9.81, 0.1, -9.81, 0.7
1.886, 0.010967289, 0.001024168, 1.886, -16.43781455, -18.50166, -18.50166, -9.81, 0.1, -9.81, 0.7
1.887, 0.010972979, 0.001024668, 1.887, -16.45631621, -18.51147, -18.51147, -9.81, 0.1, -9.81, 0.7
1.888, 0.010978909, 0.001025178, 1.888, -16.47482768, -18.52128, -18.52128, -9.81, 0.1, -9.81, 0.7
1.889, 0.010984229, 0.001025709, 1.889, -16.49334896, -18.53109, -18.53109, -9.81, 0.1, -9.81, 0.7
1.89, 0.010990179, 0.001026208, 1.89, -16.51188005, -18.5409, -18.5409, -9.81, 0.1, -9.81, 0.7
1.891, 0.010995659, 0.001026718, 1.891, -16.53042095, -18.55071, -18.55071, -9.81, 0.1, -9.81, 0.7
1.892, 0.011001158, 0.001027217, 1.892, -16.54897166, -18.56052, -18.56052, -9.81, 0.1, -9.81, 0.7
1.893, 0.011006988, 0.001027728, 1.893, -16.56753218, -18.57033, -18.57033, -9.81, 0.1, -9.81, 0.7
1.894, 0.011011898, 0.001028237, 1.894, -16.58610251, -18.58014, -18.58014, -9.81, 0.1, -9.81, 0.7
1.895, 0.011017618, 0.001028747, 1.895, -16.60468265, -18.58995, -18.58995, -9.81, 0.1, -9.81, 0.7
1.896, 0.011022858, 0.001029258, 1.896, -16.6232726, -18.59976, -18.59976, -9.81, 0.1, -9.81, 0.7
1.897, 0.011028359, 0.001029767, 1.897, -16.64187236, -18.60957, -18.60957, -9.81, 0.1, -9.81, 0.7
1.898, 0.011034659, 0.001030267, 1.898, -16.66048193, -18.61938, -18.61938, -9.81, 0.1, -9.81, 0.7
1.899, 0.011040059, 0.001030767, 1.899, -16.67910131, -18.62919, -18.62919, -9.81, 0.1, -9.81, 0.7
1.9, 0.011045609, 0.001031267, 1.9, -16.6977305, -18.639, -18.639, -9.81, 0.1, -9.81, 0.7
1.901, 0.011050839, 0.001031767, 1.901, -16.7163695, -18.64881, -18.64881, -9.81, 0.1, -9.81, 0.7
1.902, 0.011056619, 0.001032267, 1.902, -16.73501831, -18.65862, -18.65862, -9.81, 0.1, -9.81, 0.7
1.903, 0.011061909, 0.001032757, 1.903, -16.75367693, -18.66843, -18.66843, -9.81, 0.1, -9.81, 0.7
1.904, 0.011067408, 0.001033266, 1.904, -16.77234536, -18.67824, -18.67824, -9.81, 0.1, -9.81, 0.7
1.905, 0.011073138, 0.001033786, 1.905, -16.7910236, -18.68805, -18.68805, -9.81, 0.1, -9.81, 0.7
1.906, 0.011078129, 0.001034286, 1.906, -16.80971165, -18.69786, -18.69786, -9.81, 0.1, -9.81, 0.7
1.907, 0.011083908, 0.001034805, 1.907, -16.82840951, -18.70767, -18.70767, -9.81, 0.1, -9.81, 0.7
1.908, 0.011088818, 0.001035317, 1.908, -16.84711718, -18.71748, -18.71748, -9.81, 0.1, -9.81, 0.7
1.909, 0.011094527, 0.001035826, 1.909, -16.86583466, -18.72729, -18.72729, -9.81, 0.1, -9.81, 0.7
1.91, 0.011100498, 0.001036335, 1.91, -16.88456195, -18.7371, -18.7371, -9.81, 0.1, -9.81, 0.7
1.911, 0.011105509, 0.001036865, 1.911, -16.90329905, -18.74691, -18.74691, -9.81, 0.1, -9.81, 0.7
1.912, 0.011111189, 0.001037365, 1.912, -16.92204596, -18.75672, -18.75672, -9.81, 0.1, -9.81, 0.7
1.913, 0.011116129, 0.001037875, 1.913, -16.94080268, -18.76653, -18.76653, -9.81, 0.1, -9.81, 0.7
1.914, 0.011121779, 0.001038395, 1.914, -16.95956921, -18.77634, -18.77634, -9.81, 0.1, -9.81, 0.7
1.915, 0.011126759, 0.001038895, 1.915, -16.97834555, -18.78615, -18.78615, -9.81, 0.1, -9.81, 0.7
1.916, 0.011132769, 0.001039405, 1.916, -16.9971317, -18.79596, -18.79596, -9.81, 0.1, -9.81, 0.7
1.917, 0.011137959, 0.001039905, 1.917, -17.01592766, -18.80577, -18.80577, -9.81, 0.1, -9.81, 0.7
1.918, 0.011143729, 0.001040414, 1.918, -17.03473343, -18.81558, -18.81558, -9.81, 0.1, -9.81, 0.7
1.919, 0.01115261, 0.001040922, 1.919, -17.05354901, -18.82539, -18.82539, -9.81, 0.1, -9.81, 0.7
1.92, 0.011158799, 0.001041434, 1.92, -17.0723744, -18.8352, -18.8352, -9.81, 0.1, -9.81, 0.7
