signal,max_abs_error,mean_abs_error,rmse,run_a_label,run_a_min,run_a_max,run_b_label,run_b_min,run_b_max
signal,0.09999999999999998,0.04999999999999999,0.07071067811865474,ssp4sim,0.0,1.0,ecos,0.0,0.9
