"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x","system.fmu.der(x)","system.fmu.k"
0.374, 0.001347498, 9.9837e-05, 0.3, 0.729, -0.729, 1
0.375, 0.001351138, 0.000100106, 0.3, 0.729, -0.729, 1
0.376, 0.001354738, 0.000100366, 0.3, 0.729, -0.729, 1
0.377, 0.001358319, 0.000100619, 0.3, 0.729, -0.729, 1
0.378, 0.001361868, 0.000100879, 0.3, 0.729, -0.729, 1
0.379, 0.001365378, 0.000101139, 0.3, 0.729, -0.729, 1
0.38, 0.001368858, 0.000101399, 0.3, 0.729, -0.729, 1
0.381, 0.001372418, 0.000101649, 0.3, 0.729, -0.729, 1
0.382, 0.001375878, 0.000101909, 0.3, 0.729, -0.729, 1
0.383, 0.001379418, 0.000102169, 0.3, 0.729, -0.729, 1
0.384, 0.001383018, 0.000102429, 0.3, 0.729, -0.729, 1
0.385, 0.001386708, 0.000102679, 0.3, 0.729, -0.729, 1
0.386, 0.001390278, 0.000102929, 0.3, 0.729, -0.729, 1
0.387, 0.001393958, 0.000103189, 0.3, 0.729, -0.729, 1
0.388, 0.001397538, 0.000103449, 0.3, 0.729, -0.729, 1
0.389, 0.001401148, 0.000103699, 0.3, 0.729, -0.729, 1
0.39, 0.001404678, 0.000103969, 0.3, 0.729, -0.729, 1
0.391, 0.001408278, 0.000104217, 0.3, 0.729, -0.729, 1
0.392, 0.001411858, 0.000104477, 0.3, 0.729, -0.729, 1
0.393, 0.001415348, 0.00010474, 0.3, 0.729, -0.729, 1
0.394, 0.001418939, 0.000104999, 0.3, 0.729, -0.729, 1
0.395, 0.001422388, 0.000105258, 0.3, 0.729, -0.729, 1
0.396, 0.001425868, 0.000105518, 0.3, 0.729, -0.729, 1
0.397, 0.001429417, 0.000105778, 0.3, 0.729, -0.729, 1
0.398, 0.001432848, 0.000106037, 0.3, 0.729, -0.729, 1
0.399, 0.001436328, 0.000106296, 0.3, 0.729, -0.729, 1
0.4, 0.001439978, 0.000106683, 0.4, 0.6561, -0.6561, 1
0.401, 0.001443528, 0.000106953, 0.4, 0.6561, -0.6561, 1
0.402, 0.001447168, 0.000107214, 0.4, 0.6561, -0.6561, 1
0.403, 0.001450758, 0.000107475, 0.4, 0.6561, -0.6561, 1
0.404, 0.001454238, 0.000107735, 0.4, 0.6561, -0.6561, 1
0.405, 0.001457818, 0.000107995, 0.4, 0.6561, -0.6561, 1
0.406, 0.001461278, 0.000108255, 0.4, 0.6561, -0.6561, 1
0.407, 0.001465058, 0.000108495, 0.4, 0.6561, -0.6561, 1
0.408, 0.001468528, 0.000108745, 0.4, 0.6561, -0.6561, 1
0.409, 0.001471988, 0.000108995, 0.4, 0.6561, -0.6561, 1
0.41, 0.001477948, 0.000109247, 0.4, 0.6561, -0.6561, 1
0.411, 0.001481689, 0.000109508, 0.4, 0.6561, -0.6561, 1
0.412, 0.001485228, 0.000109768, 0.4, 0.6561, -0.6561, 1
0.413, 0.001488788, 0.000110027, 0.4, 0.6561, -0.6561, 1
0.414, 0.001492367, 0.000110299, 0.4, 0.6561, -0.6561, 1
0.415, 0.001495918, 0.00011055, 0.4, 0.6561, -0.6561, 1
0.416, 0.001499768, 0.000110818, 0.4, 0.6561, -0.6561, 1
0.417, 0.001503328, 0.000111078, 0.4, 0.6561, -0.6561, 1
0.418, 0.001506787, 0.000111329, 0.4, 0.6561, -0.6561, 1
0.419, 0.001510488, 0.000111587, 0.4, 0.6561, -0.6561, 1
0.42, 0.001513968, 0.000111848, 0.4, 0.6561, -0.6561, 1
0.421, 0.001517597, 0.000112099, 0.4, 0.6561, -0.6561, 1
0.422, 0.001521107, 0.000112359, 0.4, 0.6561, -0.6561, 1
0.423, 0.001524657, 0.000112618, 0.4, 0.6561, -0.6561, 1
0.424, 0.001528207, 0.000112878, 0.4, 0.6561, -0.6561, 1
0.425, 0.001531747, 0.000113138, 0.4, 0.6561, -0.6561, 1
0.426, 0.001535247, 0.000113408, 0.4, 0.6561, -0.6561, 1
0.427, 0.001538777, 0.000113658, 0.4, 0.6561, -0.6561, 1
0.428, 0.001542307, 0.000113928, 0.4, 0.6561, -0.6561, 1
0.429, 0.001545857, 0.000114188, 0.4, 0.6561, -0.6561, 1
0.43, 0.001549277, 0.000114438, 0.4, 0.6561, -0.6561, 1
0.431, 0.001552817, 0.000114698, 0.4, 0.6561, -0.6561, 1
0.432, 0.001556318, 0.000114948, 0.4, 0.6561, -0.6561, 1
0.433, 0.001559878, 0.000115209, 0.4, 0.6561, -0.6561, 1
0.434, 0.001563438, 0.000115458, 0.4, 0.6561, -0.6561, 1
0.435, 0.001566898, 0.000115731, 0.4, 0.6561, -0.6561, 1
0.436, 0.001570479, 0.000115994, 0.4, 0.6561, -0.6561, 1
0.437, 0.001573909, 0.000116253, 0.4, 0.6561, -0.6561, 1
0.438, 0.001577528, 0.000116504, 0.4, 0.6561, -0.6561, 1
0.439, 0.001580949, 0.000116762, 0.4, 0.6561, -0.6561, 1
0.44, 0.001584608, 0.000117022, 0.4, 0.6561, -0.6561, 1
0.441, 0.001588097, 0.000117274, 0.4, 0.6561, -0.6561, 1
0.442, 0.001591637, 0.000117544, 0.4, 0.6561, -0.6561, 1
0.443, 0.001595237, 0.000117803, 0.4, 0.6561, -0.6561, 1
0.444, 0.001598817, 0.000118073, 0.4, 0.6561, -0.6561, 1
0.445, 0.001602258, 0.000118323, 0.4, 0.6561, -0.6561, 1
0.446, 0.001605758, 0.000118583, 0.4, 0.6561, -0.6561, 1
0.447, 0.001610778, 0.000118843, 0.4, 0.6561, -0.6561, 1
0.448, 0.001614698, 0.000119093, 0.4, 0.6561, -0.6561, 1
0.449, 0.001618238, 0.000119353, 0.4, 0.6561, -0.6561, 1
0.45, 0.001621898, 0.000119623, 0.4, 0.6561, -0.6561, 1
0.451, 0.001625428, 0.000119893, 0.4, 0.6561, -0.6561, 1
0.452, 0.001628948, 0.000120163, 0.4, 0.6561, -0.6561, 1
0.453, 0.001632539, 0.000120424, 0.4, 0.6561, -0.6561, 1
0.454, 0.001636209, 0.000120673, 0.4, 0.6561, -0.6561, 1
0.455, 0.00163967, 0.000120934, 0.4, 0.6561, -0.6561, 1
0.456, 0.00164317, 0.000121193, 0.4, 0.6561, -0.6561, 1
0.457, 0.001646748, 0.000121442, 0.4, 0.6561, -0.6561, 1
0.458, 0.001650788, 0.000121692, 0.4, 0.6561, -0.6561, 1
0.459, 0.001654459, 0.000121954, 0.4, 0.6561, -0.6561, 1
0.46, 0.001657909, 0.000122201, 0.4, 0.6561, -0.6561, 1
0.461, 0.001661579, 0.000122472, 0.4, 0.6561, -0.6561, 1
0.462, 0.001665099, 0.000122732, 0.4, 0.6561, -0.6561, 1
0.463, 0.001668619, 0.000122983, 0.4, 0.6561, -0.6561, 1
0.464, 0.001672209, 0.000123241, 0.4, 0.6561, -0.6561, 1
0.465, 0.00167575, 0.000123511, 0.4, 0.6561, -0.6561, 1
0.466, 0.00167927, 0.000123771, 0.4, 0.6561, -0.6561, 1
0.467, 0.00168327, 0.000124021, 0.4, 0.6561, -0.6561, 1
0.468, 0.00168701, 0.000124271, 0.4, 0.6561, -0.6561, 1
0.469, 0.00169055, 0.000124531, 0.4, 0.6561, -0.6561, 1
0.47, 0.00169413, 0.000124781, 0.4, 0.6561, -0.6561, 1
0.471, 0.00169783, 0.000125031, 0.4, 0.6561, -0.6561, 1
0.472, 0.00170147, 0.000125291, 0.4, 0.6561, -0.6561, 1
0.473, 0.00170496, 0.000125541, 0.4, 0.6561, -0.6561, 1
0.474, 0.001708471, 0.000125792, 0.4, 0.6561, -0.6561, 1
0.475, 0.001711962, 0.00012605, 0.4, 0.6561, -0.6561, 1
0.476, 0.001715582, 0.000126308, 0.4, 0.6561, -0.6561, 1
0.477, 0.001719152, 0.000126557, 0.4, 0.6561, -0.6561, 1
0.478, 0.001722722, 0.000126806, 0.4, 0.6561, -0.6561, 1
0.479, 0.001726202, 0.000127055, 0.4, 0.6561, -0.6561, 1
0.48, 0.001729731, 0.000127305, 0.4, 0.6561, -0.6561, 1
0.481, 0.001733281, 0.000127566, 0.4, 0.6561, -0.6561, 1
0.482, 0.001739032, 0.000127833, 0.4, 0.6561, -0.6561, 1
0.483, 0.001742571, 0.000128093, 0.4, 0.6561, -0.6561, 1
0.484, 0.001746211, 0.000128351, 0.4, 0.6561, -0.6561, 1
0.485, 0.001749781, 0.000128608, 0.4, 0.6561, -0.6561, 1
0.486, 0.001753381, 0.000128878, 0.4, 0.6561, -0.6561, 1
0.487, 0.001756851, 0.000129128, 0.4, 0.6561, -0.6561, 1
0.488, 0.001760441, 0.000129398, 0.4, 0.6561, -0.6561, 1
0.489, 0.001763911, 0.000129648, 0.4, 0.6561, -0.6561, 1
0.49, 0.001767581, 0.000129898, 0.4, 0.6561, -0.6561, 1
0.491, 0.001771071, 0.000130148, 0.4, 0.6561, -0.6561, 1
0.492, 0.001774661, 0.000130408, 0.4, 0.6561, -0.6561, 1
0.493, 0.001778121, 0.000130668, 0.4, 0.6561, -0.6561, 1
0.494, 0.001781731, 0.000130927, 0.4, 0.6561, -0.6561, 1
0.495, 0.001785211, 0.000131197, 0.4, 0.6561, -0.6561, 1
0.496, 0.0017887, 0.000131456, 0.4, 0.6561, -0.6561, 1
0.497, 0.001792269, 0.000131704, 0.4, 0.6561, -0.6561, 1
0.498, 0.001795769, 0.000131955, 0.4, 0.6561, -0.6561, 1
0.499, 0.001799259, 0.000132226, 0.4, 0.6561, -0.6561, 1
0.5, 0.00180289, 0.000132589, 0.5, 0.59049, -0.59049, 1
0.501, 0.001806359, 0.000132859, 0.5, 0.59049, -0.59049, 1
0.502, 0.00180995, 0.00013312, 0.5, 0.59049, -0.59049, 1
0.503, 0.00181356, 0.000133378, 0.5, 0.59049, -0.59049, 1
0.504, 0.001817139, 0.000133626, 0.5, 0.59049, -0.59049, 1
0.505, 0.00182063, 0.000133868, 0.5, 0.59049, -0.59049, 1
0.506, 0.00182415, 0.000134129, 0.5, 0.59049, -0.59049, 1
0.507, 0.001827691, 0.000134388, 0.5, 0.59049, -0.59049, 1
0.508, 0.001831241, 0.000134658, 0.5, 0.59049, -0.59049, 1
0.509, 0.001834921, 0.000134918, 0.5, 0.59049, -0.59049, 1
0.51, 0.001838341, 0.000135178, 0.5, 0.59049, -0.59049, 1
0.511, 0.001841811, 0.000135438, 0.5, 0.59049, -0.59049, 1
0.512, 0.001845401, 0.000135708, 0.5, 0.59049, -0.59049, 1
0.513, 0.001848861, 0.000135978, 0.5, 0.59049, -0.59049, 1
0.514, 0.001852331, 0.000136228, 0.5, 0.59049, -0.59049, 1
0.515, 0.001855841, 0.000136488, 0.5, 0.59049, -0.59049, 1
0.516, 0.001859331, 0.00013676, 0.5, 0.59049, -0.59049, 1
0.517, 0.001862981, 0.00013702, 0.5, 0.59049, -0.59049, 1
0.518, 0.001866581, 0.000137269, 0.5, 0.59049, -0.59049, 1
0.519, 0.001870152, 0.000137527, 0.5, 0.59049, -0.59049, 1
0.52, 0.001873693, 0.000137796, 0.5, 0.59049, -0.59049, 1
0.521, 0.001877032, 0.000138033, 0.5, 0.59049, -0.59049, 1
0.522, 0.001880682, 0.000138294, 0.5, 0.59049, -0.59049, 1
0.523, 0.001884143, 0.000138556, 0.5, 0.59049, -0.59049, 1
0.524, 0.001887623, 0.000138815, 0.5, 0.59049, -0.59049, 1
0.525, 0.001891224, 0.000139074, 0.5, 0.59049, -0.59049, 1
0.526, 0.001894694, 0.000139337, 0.5, 0.59049, -0.59049, 1
0.527, 0.001898203, 0.000139586, 0.5, 0.59049, -0.59049, 1
0.528, 0.001901683, 0.000139846, 0.5, 0.59049, -0.59049, 1
0.529, 0.001905273, 0.000140107, 0.5, 0.59049, -0.59049, 1
0.53, 0.001908873, 0.000140367, 0.5, 0.59049, -0.59049, 1
0.531, 0.001912413, 0.000140617, 0.5, 0.59049, -0.59049, 1
0.532, 0.001915973, 0.000140867, 0.5, 0.59049, -0.59049, 1
0.533, 0.001919453, 0.000141127, 0.5, 0.59049, -0.59049, 1
0.534, 0.001923043, 0.000141397, 0.5, 0.59049, -0.59049, 1
0.535, 0.001926613, 0.000141667, 0.5, 0.59049, -0.59049, 1
0.536, 0.001930093, 0.000141937, 0.5, 0.59049, -0.59049, 1
0.537, 0.001933564, 0.000142207, 0.5, 0.59049, -0.59049, 1
0.538, 0.001937144, 0.000142475, 0.5, 0.59049, -0.59049, 1
0.539, 0.001940683, 0.000142736, 0.5, 0.59049, -0.59049, 1
0.54, 0.001944273, 0.000142985, 0.5, 0.59049, -0.59049, 1
0.541, 0.001965593, 0.000143245, 0.5, 0.59049, -0.59049, 1
0.542, 0.001972252, 0.000143524, 0.5, 0.59049, -0.59049, 1
0.543, 0.001975992, 0.000143795, 0.5, 0.59049, -0.59049, 1
0.544, 0.001979582, 0.000144055, 0.5, 0.59049, -0.59049, 1
0.545, 0.001983072, 0.000144305, 0.5, 0.59049, -0.59049, 1
0.546, 0.001986492, 0.000144565, 0.5, 0.59049, -0.59049, 1
0.547, 0.001989902, 0.000144815, 0.5, 0.59049, -0.59049, 1
0.548, 0.001993472, 0.000145065, 0.5, 0.59049, -0.59049, 1
0.549, 0.001996982, 0.000145325, 0.5, 0.59049, -0.59049, 1
0.55, 0.002000532, 0.000145575, 0.5, 0.59049, -0.59049, 1
0.551, 0.002004062, 0.000145835, 0.5, 0.59049, -0.59049, 1
0.552, 0.002007612, 0.000146095, 0.5, 0.59049, -0.59049, 1
0.553, 0.002014352, 0.000146364, 0.5, 0.59049, -0.59049, 1
0.554, 0.002017983, 0.000146626, 0.5, 0.59049, -0.59049, 1
0.555, 0.002021472, 0.000146874, 0.5, 0.59049, -0.59049, 1
0.556, 0.002024932, 0.000147134, 0.5, 0.59049, -0.59049, 1
0.557, 0.002028433, 0.000147406, 0.5, 0.59049, -0.59049, 1
0.558, 0.002032052, 0.000147674, 0.5, 0.59049, -0.59049, 1
0.559, 0.002035562, 0.000147946, 0.5, 0.59049, -0.59049, 1
0.56, 0.002039093, 0.000148207, 0.5, 0.59049, -0.59049, 1
0.561, 0.002042564, 0.000148474, 0.5, 0.59049, -0.59049, 1
0.562, 0.002046124, 0.000148735, 0.5, 0.59049, -0.59049, 1
0.563, 0.002049654, 0.000148995, 0.5, 0.59049, -0.59049, 1
0.564, 0.002053144, 0.000149253, 0.5, 0.59049, -0.59049, 1
0.565, 0.002056544, 0.000149512, 0.5, 0.59049, -0.59049, 1
0.566, 0.002059984, 0.000149772, 0.5, 0.59049, -0.59049, 1
0.567, 0.002063494, 0.000150032, 0.5, 0.59049, -0.59049, 1
0.568, 0.002067074, 0.000150272, 0.5, 0.59049, -0.59049, 1
0.569, 0.002070654, 0.000150532, 0.5, 0.59049, -0.59049, 1
0.57, 0.002074414, 0.000150802, 0.5, 0.59049, -0.59049, 1
0.571, 0.002078104, 0.000151062, 0.5, 0.59049, -0.59049, 1
0.572, 0.002081714, 0.000151322, 0.5, 0.59049, -0.59049, 1
0.573, 0.002085415, 0.000151571, 0.5, 0.59049, -0.59049, 1
0.574, 0.002088826, 0.00015183, 0.5, 0.59049, -0.59049, 1
0.575, 0.002092375, 0.000152089, 0.5, 0.59049, -0.59049, 1
0.576, 0.002095855, 0.000152338, 0.5, 0.59049, -0.59049, 1
0.577, 0.002099595, 0.000152585, 0.5, 0.59049, -0.59049, 1
0.578, 0.002103045, 0.000152834, 0.5, 0.59049, -0.59049, 1
0.579, 0.002106525, 0.000153094, 0.5, 0.59049, -0.59049, 1
0.58, 0.002110055, 0.000153363, 0.5, 0.59049, -0.59049, 1
0.581, 0.002113524, 0.000153632, 0.5, 0.59049, -0.59049, 1
0.582, 0.002117254, 0.000153883, 0.5, 0.59049, -0.59049, 1
0.583, 0.002120684, 0.000154146, 0.5, 0.59049, -0.59049, 1
0.584, 0.002124204, 0.000154408, 0.5, 0.59049, -0.59049, 1
0.585, 0.002127654, 0.000154668, 0.5, 0.59049, -0.59049, 1
0.586, 0.002131184, 0.000154927, 0.5, 0.59049, -0.59049, 1
0.587, 0.002134714, 0.000155187, 0.5, 0.59049, -0.59049, 1
0.588, 0.002138534, 0.000155437, 0.5, 0.59049, -0.59049, 1
0.589, 0.002142004, 0.000155707, 0.5, 0.59049, -0.59049, 1
0.59, 0.002145514, 0.000155967, 0.5, 0.59049, -0.59049, 1
0.591, 0.002149034, 0.000156237, 0.5, 0.59049, -0.59049, 1
0.592, 0.002152574, 0.000156497, 0.5, 0.59049, -0.59049, 1
0.593, 0.002156104, 0.000156757, 0.5, 0.59049, -0.59049, 1
0.594, 0.002159604, 0.000157027, 0.5, 0.59049, -0.59049, 1
0.595, 0.002163155, 0.000157297, 0.5, 0.59049, -0.59049, 1
0.596, 0.002166735, 0.000157565, 0.5, 0.59049, -0.59049, 1
0.597, 0.002170304, 0.000157824, 0.5, 0.59049, -0.59049, 1
0.598, 0.002173784, 0.000158085, 0.5, 0.59049, -0.59049, 1
0.599, 0.002177354, 0.000158334, 0.5, 0.59049, -0.59049, 1
0.6, 0.002181083, 0.000158713, 0.6, 0.531441, -0.531441, 1
0.601, 0.002184812, 0.000158982, 0.6, 0.531441, -0.531441, 1
0.602, 0.002188362, 0.000159243, 0.6, 0.531441, -0.531441, 1
0.603, 0.002191953, 0.000159492, 0.6, 0.531441, -0.531441, 1
0.604, 0.002195483, 0.000159741, 0.6, 0.531441, -0.531441, 1
0.605, 0.002199212, 0.000160003, 0.6, 0.531441, -0.531441, 1
0.606, 0.002202802, 0.000160253, 0.6, 0.531441, -0.531441, 1
0.607, 0.002206512, 0.000160511, 0.6, 0.531441, -0.531441, 1
0.608, 0.002210063, 0.000160761, 0.6, 0.531441, -0.531441, 1
0.609, 0.002213633, 0.000161021, 0.6, 0.531441, -0.531441, 1
0.61, 0.002217093, 0.000161281, 0.6, 0.531441, -0.531441, 1
0.611, 0.002220703, 0.000161541, 0.6, 0.531441, -0.531441, 1
0.612, 0.002224193, 0.000161801, 0.6, 0.531441, -0.531441, 1
0.613, 0.002227783, 0.000162051, 0.6, 0.531441, -0.531441, 1
0.614, 0.002231343, 0.000162311, 0.6, 0.531441, -0.531441, 1
0.615, 0.002234803, 0.000162581, 0.6, 0.531441, -0.531441, 1
0.616, 0.002238413, 0.000162841, 0.6, 0.531441, -0.531441, 1
0.617, 0.002241933, 0.00016309, 0.6, 0.531441, -0.531441, 1
0.618, 0.002245523, 0.00016334, 0.6, 0.531441, -0.531441, 1
0.619, 0.002249003, 0.000163601, 0.6, 0.531441, -0.531441, 1
0.62, 0.002252632, 0.000163871, 0.6, 0.531441, -0.531441, 1
0.621, 0.002259573, 0.000164143, 0.6, 0.531441, -0.531441, 1
0.622, 0.002263143, 0.000164413, 0.6, 0.531441, -0.531441, 1
0.623, 0.002266674, 0.000164684, 0.6, 0.531441, -0.531441, 1
0.624, 0.002270194, 0.000164945, 0.6, 0.531441, -0.531441, 1
0.625, 0.002273743, 0.000165195, 0.6, 0.531441, -0.531441, 1
0.626, 0.002277363, 0.000165448, 0.6, 0.531441, -0.531441, 1
0.627, 0.002280832, 0.000165697, 0.6, 0.531441, -0.531441, 1
0.628, 0.002284423, 0.000165957, 0.6, 0.531441, -0.531441, 1
0.629, 0.002287943, 0.000166207, 0.6, 0.531441, -0.531441, 1
0.63, 0.002291703, 0.000166457, 0.6, 0.531441, -0.531441, 1
0.631, 0.002295483, 0.000166707, 0.6, 0.531441, -0.531441, 1
0.632, 0.002299033, 0.000166967, 0.6, 0.531441, -0.531441, 1
0.633, 0.002302503, 0.000167237, 0.6, 0.531441, -0.531441, 1
0.634, 0.002306133, 0.000167497, 0.6, 0.531441, -0.531441, 1
0.635, 0.002309603, 0.000167757, 0.6, 0.531441, -0.531441, 1
0.636, 0.002313594, 0.000168018, 0.6, 0.531441, -0.531441, 1
0.637, 0.002317013, 0.000168267, 0.6, 0.531441, -0.531441, 1
0.638, 0.002320623, 0.000168537, 0.6, 0.531441, -0.531441, 1
0.639, 0.002324193, 0.000168807, 0.6, 0.531441, -0.531441, 1
0.64, 0.002327664, 0.000169068, 0.6, 0.531441, -0.531441, 1
0.641, 0.002331214, 0.000169317, 0.6, 0.531441, -0.531441, 1
0.642, 0.002334703, 0.000169577, 0.6, 0.531441, -0.531441, 1
0.643, 0.002338303, 0.000169847, 0.6, 0.531441, -0.531441, 1
0.644, 0.002341762, 0.000170108, 0.6, 0.531441, -0.531441, 1
0.645, 0.002345473, 0.000170379, 0.6, 0.531441, -0.531441, 1
0.646, 0.002348993, 0.00017065, 0.6, 0.531441, -0.531441, 1
0.647, 0.002352603, 0.000170921, 0.6, 0.531441, -0.531441, 1
0.648, 0.002356143, 0.00017119, 0.6, 0.531441, -0.531441, 1
0.649, 0.002359753, 0.00017146, 0.6, 0.531441, -0.531441, 1
0.65, 0.002363243, 0.00017171, 0.6, 0.531441, -0.531441, 1
0.651, 0.002366833, 0.00017196, 0.6, 0.531441, -0.531441, 1
0.652, 0.002370273, 0.00017223, 0.6, 0.531441, -0.531441, 1
0.653, 0.002373623, 0.00017248, 0.6, 0.531441, -0.531441, 1
0.654, 0.002377243, 0.00017275, 0.6, 0.531441, -0.531441, 1
0.655, 0.002380723, 0.00017301, 0.6, 0.531441, -0.531441, 1
0.656, 0.002384273, 0.00017327, 0.6, 0.531441, -0.531441, 1
0.657, 0.002387823, 0.00017353, 0.6, 0.531441, -0.531441, 1
0.658, 0.002391463, 0.000173798, 0.6, 0.531441, -0.531441, 1
0.659, 0.002395363, 0.00017406, 0.6, 0.531441, -0.531441, 1
0.66, 0.002398923, 0.000174321, 0.6, 0.531441, -0.531441, 1
0.661, 0.002402373, 0.000174584, 0.6, 0.531441, -0.531441, 1
0.662, 0.002406123, 0.000174842, 0.6, 0.531441, -0.531441, 1
0.663, 0.002409612, 0.0001751, 0.6, 0.531441, -0.531441, 1
0.664, 0.002413271, 0.000175371, 0.6, 0.531441, -0.531441, 1
0.665, 0.002416721, 0.000175633, 0.6, 0.531441, -0.531441, 1
0.666, 0.002420422, 0.000175905, 0.6, 0.531441, -0.531441, 1
0.667, 0.002423902, 0.000176173, 0.6, 0.531441, -0.531441, 1
0.668, 0.002427523, 0.000176422, 0.6, 0.531441, -0.531441, 1
0.669, 0.002431102, 0.000176691, 0.6, 0.531441, -0.531441, 1
0.67, 0.002434812, 0.000176962, 0.6, 0.531441, -0.531441, 1
0.671, 0.002438532, 0.000177222, 0.6, 0.531441, -0.531441, 1
0.672, 0.002442032, 0.000177472, 0.6, 0.531441, -0.531441, 1
0.673, 0.002445592, 0.000177722, 0.6, 0.531441, -0.531441, 1
0.674, 0.002449162, 0.000177982, 0.6, 0.531441, -0.531441, 1
0.675, 0.002452732, 0.000178232, 0.6, 0.531441, -0.531441, 1
0.676, 0.002456342, 0.000178492, 0.6, 0.531441, -0.531441, 1
0.677, 0.002460002, 0.000178762, 0.6, 0.531441, -0.531441, 1
0.678, 0.002463592, 0.000179012, 0.6, 0.531441, -0.531441, 1
0.679, 0.002467232, 0.000179273, 0.6, 0.531441, -0.531441, 1
0.68, 0.002470861, 0.000179524, 0.6, 0.531441, -0.531441, 1
0.681, 0.002474431, 0.000179794, 0.6, 0.531441, -0.531441, 1
0.682, 0.002478012, 0.000180064, 0.6, 0.531441, -0.531441, 1
0.683, 0.002481513, 0.000180312, 0.6, 0.531441, -0.531441, 1
0.684, 0.002485003, 0.000180572, 0.6, 0.531441, -0.531441, 1
0.685, 0.002488552, 0.000180832, 0.6, 0.531441, -0.531441, 1
0.686, 0.002492192, 0.000181083, 0.6, 0.531441, -0.531441, 1
0.687, 0.002495712, 0.000181344, 0.6, 0.531441, -0.531441, 1
0.688, 0.002499342, 0.000181594, 0.6, 0.531441, -0.531441, 1
0.689, 0.002505552, 0.000181862, 0.6, 0.531441, -0.531441, 1
0.69, 0.002509112, 0.000182121, 0.6, 0.531441, -0.531441, 1
0.691, 0.002512872, 0.00018237, 0.6, 0.531441, -0.531441, 1
0.692, 0.002516462, 0.00018263, 0.6, 0.531441, -0.531441, 1
0.693, 0.002520182, 0.00018289, 0.6, 0.531441, -0.531441, 1
0.694, 0.002523642, 0.00018315, 0.6, 0.531441, -0.531441, 1
0.695, 0.002527162, 0.00018341, 0.6, 0.531441, -0.531441, 1
0.696, 0.002530672, 0.00018367, 0.6, 0.531441, -0.531441, 1
0.697, 0.002534152, 0.00018393, 0.6, 0.531441, -0.531441, 1
0.698, 0.002537692, 0.0001842, 0.6, 0.531441, -0.531441, 1
0.699, 0.002541312, 0.00018445, 0.6, 0.531441, -0.531441, 1
0.7, 0.002545003, 0.000184828, 0.7, 0.4782969, -0.4782969, 1
0.701, 0.002548694, 0.000185086, 0.7, 0.4782969, -0.4782969, 1
0.702, 0.002552274, 0.000185344, 0.7, 0.4782969, -0.4782969, 1
0.703, 0.002555764, 0.000185614, 0.7, 0.4782969, -0.4782969, 1
0.704, 0.002559284, 0.000185874, 0.7, 0.4782969, -0.4782969, 1
0.705, 0.002562815, 0.000186125, 0.7, 0.4782969, -0.4782969, 1
0.706, 0.002566335, 0.000186376, 0.7, 0.4782969, -0.4782969, 1
0.707, 0.002569885, 0.000186644, 0.7, 0.4782969, -0.4782969, 1
0.708, 0.002573654, 0.000186923, 0.7, 0.4782969, -0.4782969, 1
0.709, 0.002577153, 0.000187181, 0.7, 0.4782969, -0.4782969, 1
0.71, 0.002580703, 0.000187442, 0.7, 0.4782969, -0.4782969, 1
0.711, 0.002584233, 0.00018768, 0.7, 0.4782969, -0.4782969, 1
0.712, 0.002587803, 0.000187941, 0.7, 0.4782969, -0.4782969, 1
0.713, 0.002591323, 0.000188201, 0.7, 0.4782969, -0.4782969, 1
0.714, 0.002594893, 0.000188471, 0.7, 0.4782969, -0.4782969, 1
0.715, 0.002598503, 0.000188731, 0.7, 0.4782969, -0.4782969, 1
0.716, 0.002601963, 0.000189001, 0.7, 0.4782969, -0.4782969, 1
0.717, 0.002605673, 0.000189251, 0.7, 0.4782969, -0.4782969, 1
0.718, 0.002609283, 0.000189521, 0.7, 0.4782969, -0.4782969, 1
0.719, 0.002612843, 0.000189761, 0.7, 0.4782969, -0.4782969, 1
0.72, 0.002616514, 0.00019002, 0.7, 0.4782969, -0.4782969, 1
0.721, 0.002620325, 0.00019028, 0.7, 0.4782969, -0.4782969, 1
0.722, 0.002623925, 0.00019055, 0.7, 0.4782969, -0.4782969, 1
0.723, 0.002627466, 0.000190821, 0.7, 0.4782969, -0.4782969, 1
0.724, 0.002631037, 0.000191079, 0.7, 0.4782969, -0.4782969, 1
0.725, 0.002634648, 0.00019133, 0.7, 0.4782969, -0.4782969, 1
0.726, 0.002638107, 0.000191578, 0.7, 0.4782969, -0.4782969, 1
0.727, 0.002641547, 0.000191838, 0.7, 0.4782969, -0.4782969, 1
0.728, 0.002645126, 0.000192086, 0.7, 0.4782969, -0.4782969, 1
0.729, 0.002648607, 0.000192326, 0.7, 0.4782969, -0.4782969, 1
0.73, 0.002652136, 0.000192586, 0.7, 0.4782969, -0.4782969, 1
0.731, 0.002655676, 0.000192846, 0.7, 0.4782969, -0.4782969, 1
0.732, 0.002659247, 0.000193107, 0.7, 0.4782969, -0.4782969, 1
0.733, 0.002662718, 0.000193367, 0.7, 0.4782969, -0.4782969, 1
0.734, 0.002666328, 0.000193627, 0.7, 0.4782969, -0.4782969, 1
0.735, 0.002669868, 0.000193877, 0.7, 0.4782969, -0.4782969, 1
0.736, 0.002673438, 0.000194127, 0.7, 0.4782969, -0.4782969, 1
0.737, 0.002676898, 0.000194377, 0.7, 0.4782969, -0.4782969, 1
0.738, 0.002680408, 0.000194637, 0.7, 0.4782969, -0.4782969, 1
