signal,max_abs_error,mean_abs_error,rmse,run_a_label,run_a_min,run_a_max,run_b_label,run_b_min,run_b_max
x,4.956763320000088e-07,2.314395260451371e-07,2.858668909331289e-07,ssp4sim,2.7e-05,1.0,omsimulator,2.65613988876e-05,1.0
