time,fmu.x0,fmu.x1
3.767, -1.896525, 0.500208
3.768, -1.896525, 0.500208
3.769, -1.896525, 0.500208
3.77, -1.891523, 0.506184
3.771, -1.891523, 0.506184
3.772, -1.891523, 0.506184
3.773, -1.891523, 0.506184
3.774, -1.891523, 0.506184
3.775, -1.891523, 0.506184
3.776, -1.891523, 0.506184
3.777, -1.891523, 0.506184
3.778, -1.891523, 0.506184
3.779, -1.891523, 0.506184
3.78, -1.886461, 0.512051
3.781, -1.886461, 0.512051
3.782, -1.886461, 0.512051
3.783, -1.886461, 0.512051
3.784, -1.886461, 0.512051
3.785, -1.886461, 0.512051
3.786, -1.886461, 0.512051
3.787, -1.886461, 0.512051
3.788, -1.886461, 0.512051
3.789, -1.886461, 0.512051
3.79, -1.881340, 0.517813
3.791, -1.881340, 0.517813
3.792, -1.881340, 0.517813
3.793, -1.881340, 0.517813
3.794, -1.881340, 0.517813
3.795, -1.881340, 0.517813
3.796, -1.881340, 0.517813
3.797, -1.881340, 0.517813
3.798, -1.881340, 0.517813
3.799, -1.881340, 0.517813
3.8, -1.876162, 0.523477
3.801, -1.876162, 0.523477
3.802, -1.876162, 0.523477
3.803, -1.876162, 0.523477
3.804, -1.876162, 0.523477
3.805, -1.876162, 0.523477
3.806, -1.876162, 0.523477
3.807, -1.876162, 0.523477
3.808, -1.876162, 0.523477
3.809, -1.876162, 0.523477
3.81, -1.870927, 0.529047
3.811, -1.870927, 0.529047
3.812, -1.870927, 0.529047
3.813, -1.870927, 0.529047
3.814, -1.870927, 0.529047
3.815, -1.870927, 0.529047
3.816, -1.870927, 0.529047
3.817, -1.870927, 0.529047
3.818, -1.870927, 0.529047
3.819, -1.870927, 0.529047
3.82, -1.865637, 0.534528
3.821, -1.865637, 0.534528
3.822, -1.865637, 0.534528
3.823, -1.865637, 0.534528
3.824, -1.865637, 0.534528
3.825, -1.865637, 0.534528
3.826, -1.865637, 0.534528
3.827, -1.865637, 0.534528
3.828, -1.865637, 0.534528
3.829, -1.865637, 0.534528
3.83, -1.860292, 0.539925
3.831, -1.860292, 0.539925
3.832, -1.860292, 0.539925
3.833, -1.860292, 0.539925
3.834, -1.860292, 0.539925
3.835, -1.860292, 0.539925
3.836, -1.860292, 0.539925
3.837, -1.860292, 0.539925
3.838, -1.860292, 0.539925
3.839, -1.860292, 0.539925
3.84, -1.854892, 0.545242
3.841, -1.854892, 0.545242
3.842, -1.854892, 0.545242
3.843, -1.854892, 0.545242
3.844, -1.854892, 0.545242
3.845, -1.854892, 0.545242
3.846, -1.854892, 0.545242
3.847, -1.854892, 0.545242
3.848, -1.854892, 0.545242
3.849, -1.854892, 0.545242
3.85, -1.849440, 0.550484
3.851, -1.849440, 0.550484
3.852, -1.849440, 0.550484
3.853, -1.849440, 0.550484
3.854, -1.849440, 0.550484
3.855, -1.849440, 0.550484
3.856, -1.849440, 0.550484
3.857, -1.849440, 0.550484
3.858, -1.849440, 0.550484
3.859, -1.849440, 0.550484
3.86, -1.843935, 0.555654
3.861, -1.843935, 0.555654
3.862, -1.843935, 0.555654
3.863, -1.843935, 0.555654
3.864, -1.843935, 0.555654
3.865, -1.843935, 0.555654
3.866, -1.843935, 0.555654
3.867, -1.843935, 0.555654
3.868, -1.843935, 0.555654
3.869, -1.843935, 0.555654
3.87, -1.838378, 0.560757
3.871, -1.838378, 0.560757
3.872, -1.838378, 0.560757
3.873, -1.838378, 0.560757
3.874, -1.838378, 0.560757
3.875, -1.838378, 0.560757
3.876, -1.838378, 0.560757
3.877, -1.838378, 0.560757
3.878, -1.838378, 0.560757
3.879, -1.838378, 0.560757
3.88, -1.832771, 0.565797
3.881, -1.832771, 0.565797
3.882, -1.832771, 0.565797
3.883, -1.832771, 0.565797
3.884, -1.832771, 0.565797
3.885, -1.832771, 0.565797
3.886, -1.832771, 0.565797
3.887, -1.832771, 0.565797
3.888, -1.832771, 0.565797
3.889, -1.832771, 0.565797
3.89, -1.827113, 0.570777
3.891, -1.827113, 0.570777
3.892, -1.827113, 0.570777
3.893, -1.827113, 0.570777
3.894, -1.827113, 0.570777
3.895, -1.827113, 0.570777
3.896, -1.827113, 0.570777
3.897, -1.827113, 0.570777
3.898, -1.827113, 0.570777
3.899, -1.827113, 0.570777
3.9, -1.821405, 0.575702
3.901, -1.821405, 0.575702
3.902, -1.821405, 0.575702
3.903, -1.821405, 0.575702
3.904, -1.821405, 0.575702
3.905, -1.821405, 0.575702
3.906, -1.821405, 0.575702
3.907, -1.821405, 0.575702
3.908, -1.821405, 0.575702
3.909, -1.821405, 0.575702
3.91, -1.815648, 0.580574
3.911, -1.815648, 0.580574
3.912, -1.815648, 0.580574
3.913, -1.815648, 0.580574
3.914, -1.815648, 0.580574
3.915, -1.815648, 0.580574
3.916, -1.815648, 0.580574
3.917, -1.815648, 0.580574
3.918, -1.815648, 0.580574
3.919, -1.815648, 0.580574
3.92, -1.809842, 0.585397
3.921, -1.809842, 0.585397
3.922, -1.809842, 0.585397
3.923, -1.809842, 0.585397
3.924, -1.809842, 0.585397
3.925, -1.809842, 0.585397
3.926, -1.809842, 0.585397
3.927, -1.809842, 0.585397
3.928, -1.809842, 0.585397
3.929, -1.809842, 0.585397
3.93, -1.803988, 0.590175
3.931, -1.803988, 0.590175
3.932, -1.803988, 0.590175
3.933, -1.803988, 0.590175
3.934, -1.803988, 0.590175
3.935, -1.803988, 0.590175
3.936, -1.803988, 0.590175
3.937, -1.803988, 0.590175
3.938, -1.803988, 0.590175
3.939, -1.803988, 0.590175
3.94, -1.798087, 0.594910
3.941, -1.798087, 0.594910
3.942, -1.798087, 0.594910
3.943, -1.798087, 0.594910
3.944, -1.798087, 0.594910
3.945, -1.798087, 0.594910
3.946, -1.798087, 0.594910
3.947, -1.798087, 0.594910
3.948, -1.798087, 0.594910
3.949, -1.798087, 0.594910
3.95, -1.792138, 0.599606
3.951, -1.792138, 0.599606
3.952, -1.792138, 0.599606
3.953, -1.792138, 0.599606
3.954, -1.792138, 0.599606
3.955, -1.792138, 0.599606
3.956, -1.792138, 0.599606
3.957, -1.792138, 0.599606
3.958, -1.792138, 0.599606
3.959, -1.792138, 0.599606
3.96, -1.786142, 0.604265
3.961, -1.786142, 0.604265
3.962, -1.786142, 0.604265
3.963, -1.786142, 0.604265
3.964, -1.786142, 0.604265
3.965, -1.786142, 0.604265
3.966, -1.786142, 0.604265
3.967, -1.786142, 0.604265
3.968, -1.786142, 0.604265
3.969, -1.786142, 0.604265
3.97, -1.780099, 0.608891
3.971, -1.780099, 0.608891
3.972, -1.780099, 0.608891
3.973, -1.780099, 0.608891
3.974, -1.780099, 0.608891
3.975, -1.780099, 0.608891
3.976, -1.780099, 0.608891
3.977, -1.780099, 0.608891
3.978, -1.780099, 0.608891
3.979, -1.780099, 0.608891
3.98, -1.774010, 0.613487
3.981, -1.774010, 0.613487
3.982, -1.774010, 0.613487
3.983, -1.774010, 0.613487
3.984, -1.774010, 0.613487
3.985, -1.774010, 0.613487
3.986, -1.774010, 0.613487
3.987, -1.774010, 0.613487
3.988, -1.774010, 0.613487
3.989, -1.774010, 0.613487
3.99, -1.767875, 0.618055
3.991, -1.767875, 0.618055
3.992, -1.767875, 0.618055
3.993, -1.767875, 0.618055
3.994, -1.767875, 0.618055
3.995, -1.767875, 0.618055
3.996, -1.767875, 0.618055
3.997, -1.767875, 0.618055
3.998, -1.767875, 0.618055
3.999, -1.767875, 0.618055
4, -1.761695, 0.622598
4.001, -1.761695, 0.622598
4.002, -1.761695, 0.622598
4.003, -1.761695, 0.622598
4.004, -1.761695, 0.622598
4.005, -1.761695, 0.622598
4.006, -1.761695, 0.622598
4.007, -1.761695, 0.622598
4.008, -1.761695, 0.622598
4.009, -1.761695, 0.622598
4.01, -1.755469, 0.627118
4.011, -1.755469, 0.627118
4.012, -1.755469, 0.627118
4.013, -1.755469, 0.627118
4.014, -1.755469, 0.627118
4.015, -1.755469, 0.627118
4.016, -1.755469, 0.627118
4.017, -1.755469, 0.627118
4.018, -1.755469, 0.627118
4.019, -1.755469, 0.627118
4.02, -1.749197, 0.631618
4.021, -1.749197, 0.631618
4.022, -1.749197, 0.631618
4.023, -1.749197, 0.631618
4.024, -1.749197, 0.631618
4.025, -1.749197, 0.631618
4.026, -1.749197, 0.631618
4.027, -1.749197, 0.631618
4.028, -1.749197, 0.631618
4.029, -1.749197, 0.631618
4.03, -1.742881, 0.636100
4.031, -1.742881, 0.636100
4.032, -1.742881, 0.636100
4.033, -1.742881, 0.636100
4.034, -1.742881, 0.636100
4.035, -1.742881, 0.636100
4.036, -1.742881, 0.636100
4.037, -1.742881, 0.636100
4.038, -1.742881, 0.636100
4.039, -1.742881, 0.636100
4.04, -1.736520, 0.640568
4.041, -1.736520, 0.640568
4.042, -1.736520, 0.640568
4.043, -1.736520, 0.640568
4.044, -1.736520, 0.640568
4.045, -1.736520, 0.640568
4.046, -1.736520, 0.640568
4.047, -1.736520, 0.640568
4.048, -1.736520, 0.640568
4.049, -1.736520, 0.640568
4.05, -1.730115, 0.645022
4.051, -1.730115, 0.645022
4.052, -1.730115, 0.645022
4.053, -1.730115, 0.645022
4.054, -1.730115, 0.645022
4.055, -1.730115, 0.645022
4.056, -1.730115, 0.645022
4.057, -1.730115, 0.645022
4.058, -1.730115, 0.645022
4.059, -1.730115, 0.645022
4.06, -1.723664, 0.649466
4.061, -1.723664, 0.649466
4.062, -1.723664, 0.649466
4.063, -1.723664, 0.649466
4.064, -1.723664, 0.649466
4.065, -1.723664, 0.649466
4.066, -1.723664, 0.649466
4.067, -1.723664, 0.649466
4.068, -1.723664, 0.649466
4.069, -1.723664, 0.649466
4.07, -1.717170, 0.653902
4.071, -1.717170, 0.653902
4.072, -1.717170, 0.653902
4.073, -1.717170, 0.653902
4.074, -1.717170, 0.653902
4.075, -1.717170, 0.653902
4.076, -1.717170, 0.653902
4.077, -1.717170, 0.653902
4.078, -1.717170, 0.653902
4.079, -1.717170, 0.653902
4.08, -1.710631, 0.658331
4.081, -1.710631, 0.658331
4.082, -1.710631, 0.658331
4.083, -1.710631, 0.658331
4.084, -1.710631, 0.658331
4.085, -1.710631, 0.658331
4.086, -1.710631, 0.658331
4.087, -1.710631, 0.658331
4.088, -1.710631, 0.658331
4.089, -1.710631, 0.658331
4.09, -1.704047, 0.662756
4.091, -1.704047, 0.662756
4.092, -1.704047, 0.662756
4.093, -1.704047, 0.662756
4.094, -1.704047, 0.662756
4.095, -1.704047, 0.662756
4.096, -1.704047, 0.662756
4.097, -1.704047, 0.662756
4.098, -1.704047, 0.662756
4.099, -1.704047, 0.662756
4.1, -1.697420, 0.667179
4.101, -1.697420, 0.667179
4.102, -1.697420, 0.667179
4.103, -1.697420, 0.667179
4.104, -1.697420, 0.667179
4.105, -1.697420, 0.667179
4.106, -1.697420, 0.667179
4.107, -1.697420, 0.667179
4.108, -1.697420, 0.667179
4.109, -1.697420, 0.667179
4.11, -1.690748, 0.671602
4.111, -1.690748, 0.671602
4.112, -1.690748, 0.671602
4.113, -1.690748, 0.671602
4.114, -1.690748, 0.671602
4.115, -1.690748, 0.671602
4.116, -1.690748, 0.671602
4.117, -1.690748, 0.671602
4.118, -1.690748, 0.671602
4.119, -1.690748, 0.671602
4.12, -1.684032, 0.676027
4.121, -1.684032, 0.676027
4.122, -1.684032, 0.676027
4.123, -1.684032, 0.676027
4.124, -1.684032, 0.676027
4.125, -1.684032, 0.676027
4.126, -1.684032, 0.676027
4.127, -1.684032, 0.676027
4.128, -1.684032, 0.676027
4.129, -1.684032, 0.676027
4.13, -1.677272, 0.680456
4.131, -1.677272, 0.680456
4.132, -1.677272, 0.680456
4.133, -1.677272, 0.680456
4.134, -1.677272, 0.680456
4.135, -1.677272, 0.680456
4.136, -1.677272, 0.680456
4.137, -1.677272, 0.680456
4.138, -1.677272, 0.680456
4.139, -1.677272, 0.680456
4.14, -1.670467, 0.684890
4.141, -1.670467, 0.684890
4.142, -1.670467, 0.684890
4.143, -1.670467, 0.684890
4.144, -1.670467, 0.684890
4.145, -1.670467, 0.684890
4.146, -1.670467, 0.684890
4.147, -1.670467, 0.684890
4.148, -1.670467, 0.684890
4.149, -1.670467, 0.684890
4.15, -1.663618, 0.689332
4.151, -1.663618, 0.689332
4.152, -1.663618, 0.689332
4.153, -1.663618, 0.689332
4.154, -1.663618, 0.689332
4.155, -1.663618, 0.689332
4.156, -1.663618, 0.689332
4.157, -1.663618, 0.689332
4.158, -1.663618, 0.689332
4.159, -1.663618, 0.689332
4.16, -1.656725, 0.693784
4.161, -1.656725, 0.693784
4.162, -1.656725, 0.693784
4.163, -1.656725, 0.693784
4.164, -1.656725, 0.693784
4.165, -1.656725, 0.693784
4.166, -1.656725, 0.693784
4.167, -1.656725, 0.693784
4.168, -1.656725, 0.693784
4.169, -1.656725, 0.693784
4.17, -1.649787, 0.698246
4.171, -1.649787, 0.698246
4.172, -1.649787, 0.698246
4.173, -1.649787, 0.698246
4.174, -1.649787, 0.698246
4.175, -1.649787, 0.698246
4.176, -1.649787, 0.698246
4.177, -1.649787, 0.698246
4.178, -1.649787, 0.698246
4.179, -1.649787, 0.698246
4.18, -1.642805, 0.702722
4.181, -1.642805, 0.702722
4.182, -1.642805, 0.702722
4.183, -1.642805, 0.702722
4.184, -1.642805, 0.702722
4.185, -1.642805, 0.702722
4.186, -1.642805, 0.702722
4.187, -1.642805, 0.702722
4.188, -1.642805, 0.702722
4.189, -1.642805, 0.702722
4.19, -1.635777, 0.707212
4.191, -1.635777, 0.707212
4.192, -1.635777, 0.707212
4.193, -1.635777, 0.707212
4.194, -1.635777, 0.707212
4.195, -1.635777, 0.707212
4.196, -1.635777, 0.707212
4.197, -1.635777, 0.707212
4.198, -1.635777, 0.707212
4.199, -1.635777, 0.707212
4.2, -1.628705, 0.711719
4.201, -1.628705, 0.711719
4.202, -1.628705, 0.711719
4.203, -1.628705, 0.711719
4.204, -1.628705, 0.711719
4.205, -1.628705, 0.711719
4.206, -1.628705, 0.711719
4.207, -1.628705, 0.711719
4.208, -1.628705, 0.711719
4.209, -1.628705, 0.711719
4.21, -1.621588, 0.716243
4.211, -1.621588, 0.716243
4.212, -1.621588, 0.716243
4.213, -1.621588, 0.716243
4.214, -1.621588, 0.716243
4.215, -1.621588, 0.716243
4.216, -1.621588, 0.716243
4.217, -1.621588, 0.716243
4.218, -1.621588, 0.716243
4.219, -1.621588, 0.716243
4.22, -1.614426, 0.720787
4.221, -1.614426, 0.720787
4.222, -1.614426, 0.720787
4.223, -1.614426, 0.720787
4.224, -1.614426, 0.720787
4.225, -1.614426, 0.720787
4.226, -1.614426, 0.720787
4.227, -1.614426, 0.720787
4.228, -1.614426, 0.720787
4.229, -1.614426, 0.720787
4.23, -1.607218, 0.725353
4.231, -1.607218, 0.725353
4.232, -1.607218, 0.725353
4.233, -1.607218, 0.725353
4.234, -1.607218, 0.725353
4.235, -1.607218, 0.725353
4.236, -1.607218, 0.725353
4.237, -1.607218, 0.725353
4.238, -1.607218, 0.725353
4.239, -1.607218, 0.725353
4.24, -1.599964, 0.729942
4.241, -1.599964, 0.729942
4.242, -1.599964, 0.729942
4.243, -1.599964, 0.729942
4.244, -1.599964, 0.729942
4.245, -1.599964, 0.729942
4.246, -1.599964, 0.729942
4.247, -1.599964, 0.729942
4.248, -1.599964, 0.729942
4.249, -1.599964, 0.729942
4.25, -1.592665, 0.734555
4.251, -1.592665, 0.734555
4.252, -1.592665, 0.734555
4.253, -1.592665, 0.734555
4.254, -1.592665, 0.734555
4.255, -1.592665, 0.734555
4.256, -1.592665, 0.734555
4.257, -1.592665, 0.734555
4.258, -1.592665, 0.734555
4.259, -1.592665, 0.734555
4.26, -1.585319, 0.739195
4.261, -1.585319, 0.739195
4.262, -1.585319, 0.739195
4.263, -1.585319, 0.739195
4.264, -1.585319, 0.739195
4.265, -1.585319, 0.739195
4.266, -1.585319, 0.739195
4.267, -1.585319, 0.739195
4.268, -1.585319, 0.739195
4.269, -1.585319, 0.739195
4.27, -1.577927, 0.743862
4.271, -1.577927, 0.743862
4.272, -1.577927, 0.743862
4.273, -1.577927, 0.743862
4.274, -1.577927, 0.743862
4.275, -1.577927, 0.743862
4.276, -1.577927, 0.743862
4.277, -1.577927, 0.743862
4.278, -1.577927, 0.743862
4.279, -1.577927, 0.743862
4.28, -1.570489, 0.748559
4.281, -1.570489, 0.748559
4.282, -1.570489, 0.748559
4.283, -1.570489, 0.748559
4.284, -1.570489, 0.748559
4.285, -1.570489, 0.748559
4.286, -1.570489, 0.748559
4.287, -1.570489, 0.748559
4.288, -1.570489, 0.748559
4.289, -1.570489, 0.748559
4.29, -1.563003, 0.753287
4.291, -1.563003, 0.753287
4.292, -1.563003, 0.753287
4.293, -1.563003, 0.753287
4.294, -1.563003, 0.753287
4.295, -1.563003, 0.753287
4.296, -1.563003, 0.753287
4.297, -1.563003, 0.753287
4.298, -1.563003, 0.753287
4.299, -1.563003, 0.753287
4.3, -1.555470, 0.758047
4.301, -1.555470, 0.758047
4.302, -1.555470, 0.758047
4.303, -1.555470, 0.758047
4.304, -1.555470, 0.758047
4.305, -1.555470, 0.758047
4.306, -1.555470, 0.758047
4.307, -1.555470, 0.758047
4.308, -1.555470, 0.758047
4.309, -1.555470, 0.758047
4.31, -1.547890, 0.762842
4.311, -1.547890, 0.762842
4.312, -1.547890, 0.762842
4.313, -1.547890, 0.762842
4.314, -1.547890, 0.762842
4.315, -1.547890, 0.762842
4.316, -1.547890, 0.762842
4.317, -1.547890, 0.762842
4.318, -1.547890, 0.762842
4.319, -1.547890, 0.762842
4.32, -1.540261, 0.767671
4.321, -1.540261, 0.767671
4.322, -1.540261, 0.767671
4.323, -1.540261, 0.767671
4.324, -1.540261, 0.767671
4.325, -1.540261, 0.767671
4.326, -1.540261, 0.767671
4.327, -1.540261, 0.767671
4.328, -1.540261, 0.767671
4.329, -1.540261, 0.767671
4.33, -1.532585, 0.772538
4.331, -1.532585, 0.772538
4.332, -1.532585, 0.772538
4.333, -1.532585, 0.772538
4.334, -1.532585, 0.772538
4.335, -1.532585, 0.772538
4.336, -1.532585, 0.772538
4.337, -1.532585, 0.772538
4.338, -1.532585, 0.772538
4.339, -1.532585, 0.772538
4.34, -1.524859, 0.777444
4.341, -1.524859, 0.777444
4.342, -1.524859, 0.777444
4.343, -1.524859, 0.777444
4.344, -1.524859, 0.777444
4.345, -1.524859, 0.777444
4.346, -1.524859, 0.777444
4.347, -1.524859, 0.777444
4.348, -1.524859, 0.777444
4.349, -1.524859, 0.777444
4.35, -1.517085, 0.782390
4.351, -1.517085, 0.782390
4.352, -1.517085, 0.782390
4.353, -1.517085, 0.782390
4.354, -1.517085, 0.782390
4.355, -1.517085, 0.782390
4.356, -1.517085, 0.782390
4.357, -1.517085, 0.782390
4.358, -1.517085, 0.782390
4.359, -1.517085, 0.782390
4.36, -1.509261, 0.787378
4.361, -1.509261, 0.787378
4.362, -1.509261, 0.787378
4.363, -1.509261, 0.787378
4.364, -1.509261, 0.787378
4.365, -1.509261, 0.787378
4.366, -1.509261, 0.787378
4.367, -1.509261, 0.787378
4.368, -1.509261, 0.787378
4.369, -1.509261, 0.787378
4.37, -1.501387, 0.792409
4.371, -1.501387, 0.792409
4.372, -1.501387, 0.792409
4.373, -1.501387, 0.792409
4.374, -1.501387, 0.792409
4.375, -1.501387, 0.792409
4.376, -1.501387, 0.792409
4.377, -1.501387, 0.792409
4.378, -1.501387, 0.792409
4.379, -1.501387, 0.792409
4.38, -1.493463, 0.797485
4.381, -1.493463, 0.797485
4.382, -1.493463, 0.797485
4.383, -1.493463, 0.797485
4.384, -1.493463, 0.797485
4.385, -1.493463, 0.797485
4.386, -1.493463, 0.797485
4.387, -1.493463, 0.797485
4.388, -1.493463, 0.797485
4.389, -1.493463, 0.797485
4.39, -1.485488, 0.802607
4.391, -1.485488, 0.802607
4.392, -1.485488, 0.802607
4.393, -1.485488, 0.802607
4.394, -1.485488, 0.802607
4.395, -1.485488, 0.802607
4.396, -1.485488, 0.802607
4.397, -1.485488, 0.802607
4.398, -1.485488, 0.802607
4.399, -1.485488, 0.802607
4.4, -1.477462, 0.807777
4.401, -1.477462, 0.807777
4.402, -1.477462, 0.807777
4.403, -1.477462, 0.807777
4.404, -1.477462, 0.807777
4.405, -1.477462, 0.807777
4.406, -1.477462, 0.807777
4.407, -1.477462, 0.807777
4.408, -1.477462, 0.807777
4.409, -1.477462, 0.807777
4.41, -1.469384, 0.812996
4.411, -1.469384, 0.812996
4.412, -1.469384, 0.812996
4.413, -1.469384, 0.812996
4.414, -1.469384, 0.812996
4.415, -1.469384, 0.812996
4.416, -1.469384, 0.812996
4.417, -1.469384, 0.812996
4.418, -1.469384, 0.812996
4.419, -1.469384, 0.812996
4.42, -1.461254, 0.818267
4.421, -1.461254, 0.818267
4.422, -1.461254, 0.818267
4.423, -1.461254, 0.818267
4.424, -1.461254, 0.818267
4.425, -1.461254, 0.818267
4.426, -1.461254, 0.818267
4.427, -1.461254, 0.818267
4.428, -1.461254, 0.818267
4.429, -1.461254, 0.818267
4.43, -1.453072, 0.823590
4.431, -1.453072, 0.823590
4.432, -1.453072, 0.823590
4.433, -1.453072, 0.823590
4.434, -1.453072, 0.823590
4.435, -1.453072, 0.823590
4.436, -1.453072, 0.823590
4.437, -1.453072, 0.823590
4.438, -1.453072, 0.823590
4.439, -1.453072, 0.823590
4.44, -1.444836, 0.828967
4.441, -1.444836, 0.828967
4.442, -1.444836, 0.828967
4.443, -1.444836, 0.828967
4.444, -1.444836, 0.828967
4.445, -1.444836, 0.828967
4.446, -1.444836, 0.828967
4.447, -1.444836, 0.828967
4.448, -1.444836, 0.828967
4.449, -1.444836, 0.828967
4.45, -1.436546, 0.834400
4.451, -1.436546, 0.834400
4.452, -1.436546, 0.834400
4.453, -1.436546, 0.834400
4.454, -1.436546, 0.834400
4.455, -1.436546, 0.834400
4.456, -1.436546, 0.834400
4.457, -1.436546, 0.834400
4.458, -1.436546, 0.834400
4.459, -1.436546, 0.834400
4.46, -1.428202, 0.839890
4.461, -1.428202, 0.839890
4.462, -1.428202, 0.839890
4.463, -1.428202, 0.839890
4.464, -1.428202, 0.839890
4.465, -1.428202, 0.839890
4.466, -1.428202, 0.839890
4.467, -1.428202, 0.839890
4.468, -1.428202, 0.839890
4.469, -1.428202, 0.839890
4.47, -1.419803, 0.845439
4.471, -1.419803, 0.845439
4.472, -1.419803, 0.845439
4.473, -1.419803, 0.845439
4.474, -1.419803, 0.845439
4.475, -1.419803, 0.845439
4.476, -1.419803, 0.845439
4.477, -1.419803, 0.845439
4.478, -1.419803, 0.845439
4.479, -1.419803, 0.845439
4.48, -1.411349, 0.851049
4.481, -1.411349, 0.851049
4.482, -1.411349, 0.851049
4.483, -1.411349, 0.851049
4.484, -1.411349, 0.851049
4.485, -1.411349, 0.851049
4.486, -1.411349, 0.851049
4.487, -1.411349, 0.851049
4.488, -1.411349, 0.851049
4.489, -1.411349, 0.851049
4.49, -1.402838, 0.856721
4.491, -1.402838, 0.856721
4.492, -1.402838, 0.856721
4.493, -1.402838, 0.856721
4.494, -1.402838, 0.856721
4.495, -1.402838, 0.856721
4.496, -1.402838, 0.856721
4.497, -1.402838, 0.856721
4.498, -1.402838, 0.856721
4.499, -1.402838, 0.856721
4.5, -1.394271, 0.862457
4.501, -1.394271, 0.862457
4.502, -1.394271, 0.862457
4.503, -1.394271, 0.862457
4.504, -1.394271, 0.862457
4.505, -1.394271, 0.862457
4.506, -1.394271, 0.862457
4.507, -1.394271, 0.862457
4.508, -1.394271, 0.862457
4.509, -1.394271, 0.862457
4.51, -1.385647, 0.868258
4.511, -1.385647, 0.868258
4.512, -1.385647, 0.868258
4.513, -1.385647, 0.868258
4.514, -1.385647, 0.868258
4.515, -1.385647, 0.868258
4.516, -1.385647, 0.868258
4.517, -1.385647, 0.868258
4.518, -1.385647, 0.868258
4.519, -1.385647, 0.868258
4.52, -1.376964, 0.874126
4.521, -1.376964, 0.874126
4.522, -1.376964, 0.874126
4.523, -1.376964, 0.874126
4.524, -1.376964, 0.874126
4.525, -1.376964, 0.874126
4.526, -1.376964, 0.874126
4.527, -1.376964, 0.874126
4.528, -1.376964, 0.874126
4.529, -1.376964, 0.874126
4.53, -1.368223, 0.880063
4.531, -1.368223, 0.880063
4.532, -1.368223, 0.880063
4.533, -1.368223, 0.880063
4.534, -1.368223, 0.880063
4.535, -1.368223, 0.880063
4.536, -1.368223, 0.880063
4.537, -1.368223, 0.880063
4.538, -1.368223, 0.880063
4.539, -1.368223, 0.880063
4.54, -1.359422, 0.886071
4.541, -1.359422, 0.886071
4.542, -1.359422, 0.886071
4.543, -1.359422, 0.886071
4.544, -1.359422, 0.886071
4.545, -1.359422, 0.886071
4.546, -1.359422, 0.886071
4.547, -1.359422, 0.886071
4.548, -1.359422, 0.886071
4.549, -1.359422, 0.886071
4.55, -1.350561, 0.892151
4.551, -1.350561, 0.892151
4.552, -1.350561, 0.892151
4.553, -1.350561, 0.892151
4.554, -1.350561, 0.892151
4.555, -1.350561, 0.892151
4.556, -1.350561, 0.892151
4.557, -1.350561, 0.892151
4.558, -1.350561, 0.892151
4.559, -1.350561, 0.892151
4.56, -1.341640, 0.898305
4.561, -1.341640, 0.898305
4.562, -1.341640, 0.898305
4.563, -1.341640, 0.898305
4.564, -1.341640, 0.898305
4.565, -1.341640, 0.898305
4.566, -1.341640, 0.898305
4.567, -1.341640, 0.898305
4.568, -1.341640, 0.898305
4.569, -1.341640, 0.898305
4.57, -1.332657, 0.904535
4.571, -1.332657, 0.904535
4.572, -1.332657, 0.904535
4.573, -1.332657, 0.904535
4.574, -1.332657, 0.904535
4.575, -1.332657, 0.904535
4.576, -1.332657, 0.904535
4.577, -1.332657, 0.904535
4.578, -1.332657, 0.904535
4.579, -1.332657, 0.904535
4.58, -1.323611, 0.910843
4.581, -1.323611, 0.910843
4.582, -1.323611, 0.910843
4.583, -1.323611, 0.910843
4.584, -1.323611, 0.910843
4.585, -1.323611, 0.910843
4.586, -1.323611, 0.910843
4.587, -1.323611, 0.910843
4.588, -1.323611, 0.910843
4.589, -1.323611, 0.910843
4.59, -1.314503, 0.917230
4.591, -1.314503, 0.917230
4.592, -1.314503, 0.917230
4.593, -1.314503, 0.917230
4.594, -1.314503, 0.917230
4.595, -1.314503, 0.917230
4.596, -1.314503, 0.917230
4.597, -1.314503, 0.917230
4.598, -1.314503, 0.917230
4.599, -1.314503, 0.917230
4.6, -1.305331, 0.923698
4.601, -1.305331, 0.923698
4.602, -1.305331, 0.923698
4.603, -1.305331, 0.923698
4.604, -1.305331, 0.923698
4.605, -1.305331, 0.923698
4.606, -1.305331, 0.923698
4.607, -1.305331, 0.923698
4.608, -1.305331, 0.923698
4.609, -1.305331, 0.923698
4.61, -1.296094, 0.930250
4.611, -1.296094, 0.930250
4.612, -1.296094, 0.930250
4.613, -1.296094, 0.930250
4.614, -1.296094, 0.930250
4.615, -1.296094, 0.930250
4.616, -1.296094, 0.930250
4.617, -1.296094, 0.930250
4.618, -1.296094, 0.930250
4.619, -1.296094, 0.930250
4.62, -1.286791, 0.936886
4.621, -1.286791, 0.936886
4.622, -1.286791, 0.936886
4.623, -1.286791, 0.936886
4.624, -1.286791, 0.936886
4.625, -1.286791, 0.936886
4.626, -1.286791, 0.936886
4.627, -1.286791, 0.936886
4.628, -1.286791, 0.936886
4.629, -1.286791, 0.936886
4.63, -1.277422, 0.943610
4.631, -1.277422, 0.943610
4.632, -1.277422, 0.943610
4.633, -1.277422, 0.943610
4.634, -1.277422, 0.943610
4.635, -1.277422, 0.943610
4.636, -1.277422, 0.943610
4.637, -1.277422, 0.943610
4.638, -1.277422, 0.943610
4.639, -1.277422, 0.943610
4.64, -1.267986, 0.950422
