time,x0,x1
0.953, 1.718706, -0.401012
0.954, 1.718706, -0.401012
0.955, 1.718706, -0.401012
0.956, 1.718706, -0.401012
0.957, 1.718706, -0.401012
0.958, 1.718706, -0.401012
0.959, 1.718706, -0.401012
0.96, 1.714696, -0.402528
0.961, 1.714696, -0.402528
0.962, 1.714696, -0.402528
0.963, 1.714696, -0.402528
0.964, 1.714696, -0.402528
0.965, 1.714696, -0.402528
0.966, 1.714696, -0.402528
0.967, 1.714696, -0.402528
0.968, 1.714696, -0.402528
0.969, 1.714696, -0.402528
0.97, 1.710670, -0.404056
0.971, 1.710670, -0.404056
0.972, 1.710670, -0.404056
0.973, 1.710670, -0.404056
0.974, 1.710670, -0.404056
0.975, 1.710670, -0.404056
0.976, 1.710670, -0.404056
0.977, 1.710670, -0.404056
0.978, 1.710670, -0.404056
0.979, 1.710670, -0.404056
0.98, 1.706630, -0.405595
0.981, 1.706630, -0.405595
0.982, 1.706630, -0.405595
0.983, 1.706630, -0.405595
0.984, 1.706630, -0.405595
0.985, 1.706630, -0.405595
0.986, 1.706630, -0.405595
0.987, 1.706630, -0.405595
0.988, 1.706630, -0.405595
0.989, 1.706630, -0.405595
0.99, 1.702574, -0.407147
0.991, 1.702574, -0.407147
0.992, 1.702574, -0.407147
0.993, 1.702574, -0.407147
0.994, 1.702574, -0.407147
0.995, 1.702574, -0.407147
0.996, 1.702574, -0.407147
0.997, 1.702574, -0.407147
0.998, 1.702574, -0.407147
0.999, 1.702574, -0.407147
1, 1.698502, -0.408711
