"time","model.root.$wallTime","model.root.fmu.$wallTime","system.fmu.time","system.fmu.x0","system.fmu.der(x0)","system.fmu.x1","system.fmu.der(x1)","system.fmu.mu"
3.781, 0.018203668, 0.001474061, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.782, 0.018208119, 0.001474421, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.783, 0.018212639, 0.001474783, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.784, 0.018217159, 0.001475145, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.785, 0.01822161, 0.001475495, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.786, 0.01822607, 0.001475856, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.787, 0.018230679, 0.001476217, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.788, 0.018235079, 0.001476575, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.789, 0.018239539, 0.001476936, 3.78, -1.886460714, 0.512050758071, 0.512050758071, 0.57625901656, 1
3.79, 0.018244139, 0.001477466, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.791, 0.018248709, 0.001477816, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.792, 0.018253159, 0.001478176, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.793, 0.018257619, 0.001478546, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.794, 0.018262069, 0.001478916, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.795, 0.018266499, 0.001479286, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.796, 0.018270909, 0.001479647, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.797, 0.018275389, 0.001480007, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.798, 0.018279809, 0.001480379, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.799, 0.018286809, 0.00148073, 3.79, -1.88134020642, 0.517813348236, 0.517813348236, 0.56638377391, 1
3.8, 0.0182917, 0.001481271, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.801, 0.01829647, 0.00148162, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.802, 0.01830132, 0.001481982, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.803, 0.018305769, 0.001482343, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.804, 0.018310449, 0.001482703, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.805, 0.018315098, 0.001483064, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.806, 0.018319678, 0.001483425, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.807, 0.018324108, 0.001483785, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.808, 0.018328618, 0.001484145, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.809, 0.018333088, 0.001484495, 3.8, -1.87616207294, 0.523477185976, 0.523477185976, 0.557007875042, 1
3.81, 0.018337738, 0.001485025, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.811, 0.018342198, 0.001485385, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.812, 0.018346759, 0.001485755, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.813, 0.01835141, 0.001486114, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.814, 0.01835599, 0.001486481, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.815, 0.01836053, 0.001486842, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.816, 0.01836498, 0.001487213, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.817, 0.018369561, 0.001487585, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.818, 0.018374031, 0.001487944, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.819, 0.018378441, 0.001488293, 3.81, -1.87092730108, 0.529047264726, 0.529047264726, 0.548113938855, 1
3.82, 0.018383062, 0.001488812, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.821, 0.018387591, 0.001489161, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.822, 0.018392081, 0.001489521, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.823, 0.018396551, 0.001489881, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.824, 0.018400981, 0.001490231, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.825, 0.018405481, 0.001490611, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.826, 0.018410011, 0.001490981, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.827, 0.018414441, 0.001491351, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.828, 0.018418921, 0.001491711, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.829, 0.018423511, 0.00149207, 3.82, -1.86563682843, 0.534528404115, 0.534528404115, 0.539685254608, 1
3.83, 0.018428231, 0.0014926, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.831, 0.018432991, 0.001492961, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.832, 0.018437532, 0.001493331, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.833, 0.018464422, 0.001493693, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.834, 0.018469262, 0.001494084, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.835, 0.018473662, 0.001494434, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.836, 0.018478262, 0.001494804, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.837, 0.018482782, 0.001495164, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.838, 0.018489542, 0.001495514, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.839, 0.018494142, 0.001495884, 3.83, -1.86029154439, 0.539925256661, 0.539925256661, 0.53170576391, 1
3.84, 0.018498873, 0.001496423, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.841, 0.018503493, 0.001496782, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.842, 0.018508213, 0.001497141, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.843, 0.018512643, 0.001497478, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.844, 0.018517253, 0.001497838, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.845, 0.018521693, 0.001498197, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.846, 0.018526152, 0.001498568, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.847, 0.018530713, 0.001498926, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.848, 0.018535212, 0.001499275, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.849, 0.018539722, 0.001499647, 3.84, -1.85489229182, 0.5452423143, 0.5452423143, 0.524160042613, 1
3.85, 0.018544342, 0.001500177, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.851, 0.018548852, 0.001500537, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.852, 0.018553382, 0.001500897, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.853, 0.018557872, 0.001501247, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.854, 0.018562622, 0.001501597, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.855, 0.018567222, 0.001501967, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.856, 0.018571732, 0.001502337, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.857, 0.018576232, 0.001502697, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.858, 0.018580621, 0.001503047, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.859, 0.018585101, 0.001503408, 3.85, -1.84943986868, 0.550483914726, 0.550483914726, 0.517033282689, 1
3.86, 0.018589802, 0.001503949, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.861, 0.018594303, 0.001504319, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.862, 0.018598812, 0.001504689, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.863, 0.018603292, 0.00150506, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.864, 0.018607803, 0.001505432, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.865, 0.018612333, 0.001505802, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.866, 0.018616752, 0.001506161, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.867, 0.018621263, 0.00150651, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.868, 0.018625733, 0.00150687, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.869, 0.018630223, 0.00150724, 3.86, -1.84393502953, 0.555654247553, 0.555654247553, 0.510311274152, 1
3.87, 0.018634923, 0.00150777, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.871, 0.018639323, 0.00150813, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.872, 0.018643873, 0.0015085, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.873, 0.018648573, 0.00150885, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.874, 0.018653014, 0.001509221, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.875, 0.018657545, 0.001509602, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.876, 0.018662014, 0.001509974, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.877, 0.018666555, 0.001510346, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.878, 0.018673355, 0.001510707, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.879, 0.018677905, 0.001511066, 3.87, -1.83837848705, 0.560757360294, 0.560757360294, 0.503980387108, 1
3.88, 0.018682506, 0.001511595, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.881, 0.018687065, 0.001511963, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.882, 0.018691595, 0.001512312, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.883, 0.018696155, 0.001512672, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.884, 0.018700665, 0.001513032, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.885, 0.018705165, 0.001513382, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.886, 0.018709725, 0.001513732, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.887, 0.018714205, 0.001514102, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.888, 0.018718725, 0.001514472, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.889, 0.018723415, 0.001514842, 3.88, -1.83277091345, 0.565797164165, 0.565797164165, 0.498027553973, 1
3.89, 0.018728115, 0.001515383, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.891, 0.018732725, 0.001515764, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.892, 0.018737465, 0.001516135, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.893, 0.018741964, 0.001516493, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.894, 0.018746505, 0.001516864, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.895, 0.018750945, 0.001517215, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.896, 0.018755545, 0.001517574, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.897, 0.018760155, 0.001517945, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.898, 0.018764715, 0.001518323, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.899, 0.018769225, 0.001518682, 3.89, -1.82711294181, 0.570777439705, 0.570777439705, 0.492440251913, 1
3.9, 0.018773856, 0.001519201, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.901, 0.018778336, 0.001519551, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.902, 0.018782986, 0.001519901, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.903, 0.018787506, 0.001520271, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.904, 0.018792076, 0.001520641, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.905, 0.018796756, 0.001521001, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.906, 0.018801146, 0.00152136, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.907, 0.018805626, 0.001521718, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.908, 0.018810046, 0.001522059, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.909, 0.018814566, 0.001522408, 3.9, -1.82140516741, 0.575701842224, 0.575701842224, 0.487206485548, 1
3.91, 0.018819356, 0.001522917, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.911, 0.018823827, 0.001523277, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.912, 0.018828507, 0.001523638, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.913, 0.018832888, 0.001523997, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.914, 0.018837408, 0.001524366, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.915, 0.018841999, 0.001524744, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.916, 0.018846429, 0.001525106, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.917, 0.018853009, 0.001525466, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.918, 0.018857669, 0.001525846, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.919, 0.018862129, 0.001526216, 3.91, -1.81564814899, 0.58057390708, 0.58057390708, 0.482314769961, 1
3.92, 0.018866839, 0.001526746, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.921, 0.018871429, 0.001527106, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.922, 0.018875859, 0.001527456, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.923, 0.01888038, 0.001527807, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.924, 0.01888486, 0.001528169, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.925, 0.01888938, 0.00152852, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.926, 0.01889387, 0.00152887, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.927, 0.0188984, 0.001529241, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.928, 0.018902941, 0.001529613, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.929, 0.018907472, 0.001529985, 3.92, -1.80984240992, 0.585397054779, 0.585397054779, 0.477754114021, 1
3.93, 0.018925863, 0.001530505, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.931, 0.018930633, 0.001530865, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.932, 0.018935203, 0.001531245, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.933, 0.018939723, 0.001531615, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.934, 0.018944313, 0.001531985, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.935, 0.018948873, 0.001532365, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.936, 0.018953363, 0.001532736, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.937, 0.018957873, 0.001533096, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.938, 0.018962332, 0.001533466, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.939, 0.018966862, 0.001533826, 3.93, -1.80398843937, 0.59017459592, 0.59017459592, 0.473514004081, 1
3.94, 0.018971403, 0.001534358, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.941, 0.018975944, 0.001534707, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.942, 0.018980434, 0.001535086, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.943, 0.018984924, 0.001535455, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.944, 0.018989433, 0.001535824, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.945, 0.018993894, 0.001536185, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.946, 0.018998414, 0.001536537, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.947, 0.019002864, 0.001536907, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.948, 0.019007334, 0.001537277, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.949, 0.019011854, 0.001537637, 3.94, -1.79808669341, 0.59490973596, 0.59490973596, 0.46958438803, 1
3.95, 0.019016464, 0.001538137, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.951, 0.019021114, 0.001538497, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.952, 0.019025724, 0.001538847, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.953, 0.019030164, 0.001539209, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.954, 0.019034724, 0.001539578, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.955, 0.019039214, 0.001539946, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.956, 0.019043784, 0.001540387, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.957, 0.019051034, 0.001540955, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.958, 0.019055613, 0.001541306, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.959, 0.019060063, 0.001541668, 3.95, -1.79213759605, 0.599605579841, 0.599605579841, 0.465955659753, 1
3.96, 0.019064804, 0.001542186, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.961, 0.019069303, 0.001542536, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.962, 0.019073844, 0.001542896, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.963, 0.019078534, 0.001543276, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.964, 0.019082934, 0.001543636, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.965, 0.019087504, 0.001543996, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.966, 0.019091914, 0.001544366, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.967, 0.019096474, 0.001544726, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.968, 0.019101014, 0.001545066, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.969, 0.019105404, 0.001545424, 3.96, -1.78614154026, 0.604265136438, 0.604265136438, 0.462618643988, 1
3.97, 0.019110094, 0.001545964, 3.97, -1.78009888889, 0.608891322878, 0.608891322878, 0.459564581596, 1
3.971, 0.019114614, 0.001546335, 3.97, -1.78009888889, 0.608891322878, 0.608891322878, 0.459564581596, 1
3.972, 0.019119193, 0.001546696, 3.97, -1.78009888889, 0.608891322878, 0.608891322878, 0.459564581596, 1
3.973, 0.019123833, 0.001547065, 3.97, -1.78009888889, 0.608891322878, 0.608891322878, 0.459564581596, 1
